source_id,wikibase_lexeme,p6st
5443,L92427,L92427-A429A0DB-6D41-4866-9C3C-2DF94B788265
5444,L92428,L92428-73CC9461-4D0D-4B3D-8CE1-930DD4E8285D
5445,L92429,L92429-A8FDFF8A-8625-4BE1-8592-0734E3E2525B
5446,L92430,L92430-614E9B7A-2A4A-4452-9E24-3CBE51BC176D
5447,L92431,L92431-43D786B9-0748-4FF5-99A0-034C290FBAA6
5448,L92432,L92432-51FD6631-453D-4A41-BBF2-38999C11C223
5449,L92433,L92433-768F4B8C-EA59-4996-8904-9194A0323E9D
5450,L92434,L92434-05B7C0C6-1D07-4351-BBEA-1BF8105C7E85
5451,L92435,L92435-B63D3ED6-ECF0-4A1D-8FFF-AE5AC863DCEE
5452,L92436,L92436-58AD29D9-AFA6-4284-9498-63BE8614BEFD
5453,L92437,L92437-CAE5EC81-3085-4A3E-866B-94E3CA5524F2
5454,L92438,L92438-B3957689-FFEC-43C9-A774-117BC8D5B8D2
5455,L92439,L92439-EA00FB08-F415-4710-859A-8197F15E2BA9
5456,L92440,L92440-24DA872E-B9A6-4968-9276-B3A19167BF6F
5457,L92441,L92441-34871B61-E2BE-4B99-8BF0-605205259648
5458,L92442,L92442-08360473-0A33-47E3-9FDE-6B6A8304E875
5459,L92443,L92443-96B1FBAE-9C55-4FFA-A2A0-4A73E64EB9F9
5460,L92444,L92444-D9CC2AD4-87D7-4B1E-AC82-DE5F802FF2F6
5461,L92445,L92445-C85D6167-1A57-46AE-8EFA-926190E0B8D1
5462,L92446,L92446-88958208-7066-44CA-89A4-B0AF27B5E2E9
5463,L92447,L92447-FB96E9EE-F787-4C10-81D0-92A8B08B6173
5464,L92448,L92448-E4C9C74B-0638-47D4-9627-3BD6668E278B
5465,L92449,L92449-42C4A034-E239-4E3C-A5F7-637A1E9D27B0
5466,L92450,L92450-B88A047A-19E5-4494-B36B-3FC1F29AD4D6
5467,L92451,L92451-3B6C48F7-9C33-4C7F-9BCA-A3CBB4D16011
5468,L92452,L92452-894ACBDE-9F79-4776-9EF6-1F15C2F6CFBB
5469,L92453,L92453-ABEA0B13-C7C1-4BC2-80AA-260492975C82
5470,L92454,L92454-BD5A853D-2254-41E8-9385-95C13567B546
5471,L92455,L92455-BA672274-CDC4-4FE8-9353-CEFD5DC3F680
5472,L92456,L92456-823066CB-269F-4529-B133-B2AAADF67E12
5473,L92457,L92457-166602EA-C671-4882-8A77-75D8657C2FE8
5474,L92458,L92458-5FC3E448-CCC8-46ED-AB5D-7EC44D6F735C
5475,L92459,L92459-53A30094-85E6-4E0F-B9CC-681CD9357A6D
5476,L92460,L92460-AE226E4C-8603-4B7C-9B14-0840E28F28C3
5477,L92461,L92461-B79517A7-4C95-4F92-BF73-E06E8CFBABFC
5478,L92462,L92462-F7CFEF89-AC26-4790-BAFA-BCBE977D3483
5479,L92463,L92463-AF5C8B6B-6E33-41AB-8CA7-EFC52D67B798
5480,L92464,L92464-B04B103C-46FA-4AC6-88F6-8CC04DB6AAC8
5481,L92465,L92465-4279D5E0-9829-4CBD-9B2E-AF4479EB893F
5482,L92466,L92466-C8F18A46-98BF-4818-ACEA-460C9C37FBC8
5483,L92467,L92467-10722C60-2A08-4BC9-A76A-9D64244D06E0
5484,L92468,L92468-FC031974-D261-439E-B34D-8B4EB38CBCA4
5485,L92469,L92469-5DA85046-828A-40EA-A246-64071788BBF5
5486,L92470,L92470-041F3733-AC70-457B-A0E1-5419C88AD75A
5487,L92471,L92471-02A9A1D4-77D1-48FD-83A4-486FAA64CE33
5488,L92472,L92472-53E0EC12-3E8F-4ED7-BC82-AF226CB41758
5489,L92473,L92473-443B86BD-2AD8-4E7B-B914-58D061F441C4
5490,L92474,L92474-6D84BCA4-4BD5-4C7E-ABB3-26E313787C13
5491,L92475,L92475-307A2CDD-E2E8-4917-A7DD-6478711F18FF
5492,L92476,L92476-F50D756F-1542-4000-9905-FBC299EB39F9
5493,L92477,L92477-E85DBC57-014B-4F35-9767-76B8FBB534E8
5494,L92478,L92478-168311C6-D0DC-4624-AD6F-35D0371E7D2B
5495,L92479,L92479-9777E5A9-29ED-458F-A92F-05B6AC0B22CE
5496,L92480,L92480-8D2DCF14-DC12-45E3-8978-BA87FDBC4F4F
5497,L92481,L92481-032E25D4-475A-4BD5-89AB-C8009F55E119
5498,L92482,L92482-2F9464FE-39E9-4B9F-AABA-44CA621AC54A
5499,L92483,L92483-03D3347E-B67C-4EE1-BD23-BF70C9CEF2AB
5500,L92484,L92484-76B4A7E3-951C-4CE9-969E-AEAE6F89744A
5501,L92485,L92485-42FB22FF-2593-4C8C-A366-09116DA7C5AC
5502,L92486,L92486-9D758D5C-35C1-449C-97CC-2B5EE7E735BD
5503,L92487,L92487-BCACB17A-3D9E-470B-879D-C75FDA25D5A7
5504,L92488,L92488-D8DD69DE-E2D4-41EF-825A-F670E32DCECC
5505,L92489,L92489-8EB958FD-BBE0-4F0D-B0E6-8AC09089B312
5506,L92490,L92490-32EF4DA3-F155-4818-BF44-BB745A78103F
5507,L92491,L92491-32027C01-2D9E-471A-8666-D19EE261E659
5508,L92492,L92492-22929391-4038-4539-B650-57EE27800C44
5509,L92493,L92493-FD675116-B1AE-4776-8FF3-AB2CC7C95C0A
5510,L92494,L92494-EA1089EC-BB85-4E23-BF7A-D9A443177AC8
5511,L92495,L92495-EDCD3202-F1DB-42AD-86D7-5E3A352BDDB7
5512,L92496,L92496-7D010D92-24C6-4F71-87BD-2741AAAB6ECA
5513,L92497,L92497-A76BA5CD-E078-4E05-B12B-5367CE5ACF0A
5514,L92498,L92498-14EBA20A-7D71-46F0-824F-86FC0366EBF1
5515,L92499,L92499-A1EFAC69-2A81-4441-8514-A359F8D9D366
5516,L92500,L92500-9FB07DB3-856C-4893-8CE2-C588CCA3CC51
5517,L92501,L92501-7BDA1C8B-7B61-491A-B461-E8B7EFED606F
5518,L92502,L92502-17616A1E-C603-48B9-AAEA-96AE9902BCA3
5519,L92503,L92503-079795D8-3B70-4B46-9445-FD6C3AF59BA6
5520,L92504,L92504-CB57D5C7-8E6E-4A98-934E-51126B0C27D5
5521,L92505,L92505-0CAA5A74-6BE0-4161-9F6C-DFC4D989E860
5522,L92506,L92506-D7D6CA5A-B491-4531-95F0-66922AA547D0
5523,L92507,L92507-F37377C8-9131-427E-82C2-28231817482C
5524,L92508,L92508-DA1FD4B0-7ED7-45BE-9155-0837158B018A
5525,L92509,L92509-D35ACE5F-BAE8-48EE-9C52-5453DB294E41
5526,L92510,L92510-C5917390-B7C0-46CA-82A6-F0FCCE207316
5527,L92511,L92511-7924043F-4358-496B-9AF3-745A9108E91A
5528,L92512,L92512-6CBAC1E6-4253-44F2-BCEC-9AE768E2C728
5529,L92513,L92513-557106C6-1E0A-4747-9E15-DE783E8AC404
5530,L92514,L92514-55DA7620-13D4-4FCB-9A25-7A32CAB364AB
5531,L92515,L92515-64CB023F-F6C3-43E6-93E5-D905E17E171C
5532,L92516,L92516-DBC9132F-EFC9-40B2-B4CC-C5DF18184EDF
5533,L92517,L92517-AC508943-2AEE-47B5-B94B-CBB25C30BA3C
5534,L92518,L92518-DECD5786-4FCD-4470-A9A7-CB1781775559
5535,L92519,L92519-195FA933-02A7-4837-A514-AEAEE84E4220
5536,L92520,L92520-3C965685-5FF6-4630-A1D1-B63A7C59B094
5537,L92521,L92521-294D8C4D-A2EA-4D4A-9473-6B87A3C2F85C
5538,L92522,L92522-43F5BA49-0CE7-43A4-B6EE-31A932D699B1
5539,L92523,L92523-23264329-230C-4E33-973B-3EE2CE426A9A
5540,L92524,L92524-D0C69436-E112-4820-8E4C-F7EBAB1437E5
5541,L92525,L92525-3BE4073E-76EF-4CB1-B34D-7B70CAABA4D9
5542,L92526,L92526-8C4174FC-3229-4B9F-8757-312A1A65C89A
5543,L92527,L92527-989D78FD-C647-4086-AB4B-E00E6FCBC10E
5544,L92528,L92528-517C686D-94FB-470A-AFCF-304BAED8900E
5545,L92529,L92529-0E05B703-5738-4D00-97A4-A751CF74E909
5546,L92530,L92530-02DBA03D-8390-406E-AE4F-68E9801DF58A
5547,L92531,L92531-9AA11327-4241-43FA-A828-ABA946BD1134
5548,L92532,L92532-DA602091-9612-4016-A67E-D7B3DFB20E50
5549,L92533,L92533-AAFB3499-17D1-4469-8821-7E531437855E
5550,L92534,L92534-A95CEF51-FC02-4BCD-8A19-75909E3FEA83
5551,L92535,L92535-7B6AA47D-6508-4FB2-95E8-ED850583FE70
5552,L92536,L92536-54D833DC-2CCB-4D44-A8B9-D0F5C8560E3D
5553,L92537,L92537-6305F6D8-A699-4D12-8196-B38208FB24AB
5554,L92538,L92538-29C6E8A8-7C4C-4F9B-9C28-C2CCDA1486D6
5555,L92539,L92539-AA2FD903-351E-499D-A232-C61733E9302F
5556,L92540,L92540-E00FDE0B-5DB7-4324-8E72-5D731AD2657D
5557,L92541,L92541-FC5EFD56-4936-4DFD-8EB1-B3000BF9782E
5558,L92542,L92542-1AE16463-3D2C-4CA9-A404-80A129DD29AB
5559,L92543,L92543-AFE35751-E1CF-40B9-9BEE-A847C0321D75
5560,L92544,L92544-112BD92C-E4BB-45B1-BE41-8E41EEB150C0
5561,L92545,L92545-2D556B8C-B58F-4B30-919A-97ABCBC613DD
5562,L92546,L92546-7BB17EC6-E37A-44D2-81A2-C31EF43D7810
5563,L92547,L92547-1DC8CF53-EF34-4B85-810C-CC2C5D9B4C77
5564,L92548,L92548-AA3CCCAE-3C6F-4763-97C6-E38A6E0B1194
5565,L92549,L92549-120A0615-686F-4ADF-86AF-7396D2F295D2
5566,L92550,L92550-8E850F80-6799-4594-A529-C55842EA634E
5567,L92551,L92551-D09EB51E-B55E-4DE7-981C-DB5FC47CB156
5568,L92552,L92552-0AAB47D5-0ED7-48DB-A8FD-6B49D2D9FF43
5569,L92553,L92553-F5D13FEE-2CDF-49D8-8F71-3C99CF4F471C
5570,L92554,L92554-886686AD-8ABD-4492-A572-C5DCA4C4CE1F
5571,L92555,L92555-C2DDCAF8-7BDA-47E4-82F5-8C6183FC3912
5572,L92556,L92556-67DC39FB-DCE5-474D-AF87-9540314C94B8
5573,L92557,L92557-12D11BA8-8E55-408C-B67B-C5BF92A17CEF
5574,L92558,L92558-8172AA7D-D2F3-4C42-B8E3-928D09826022
5575,L92559,L92559-CCC3E029-D0A2-49A2-ABD4-5AA54AFBCD1A
5576,L92560,L92560-A1CC8202-77E8-41DB-9CC3-BD61D9A66BF6
5577,L92561,L92561-1C138AC0-D00A-488C-8344-AEE8B4804A45
5578,L92562,L92562-81008AC7-008F-427D-9AAB-DB41C9E8C416
5579,L92563,L92563-43E9E600-F091-48DD-A85E-F1BFC623759D
5580,L92564,L92564-D4ADB9C4-E89F-4089-94F0-43F74550FCBC
5581,L92565,L92565-B9143009-35B6-471A-9F0B-217C81BF0BFA
5582,L92566,L92566-73CF8835-3B31-430A-80B1-663D9EF1DC73
5583,L92567,L92567-C330509F-EA81-494F-92B7-095E7C76977A
5584,L92568,L92568-E5A9CF38-2499-48AD-B1F4-7C838F3EBF26
5585,L92569,L92569-878899DD-B406-4BFF-B736-A5F398B0BADC
5586,L92570,L92570-3B028698-7115-4FBB-82B7-FA3B564CCCA3
5587,L92571,L92571-B07ED381-617A-49DA-B348-02398B4D1D3D
5588,L92572,L92572-5F04C35F-0EB4-46AB-9554-A44072F614D6
5589,L92573,L92573-B4B5A460-48AB-4FCE-AB7E-39B22F9870CB
5590,L92574,L92574-88CD9ED9-9A02-4D97-A0D4-DA50D9CD8DEB
5591,L92575,L92575-920AA2C6-E982-4746-9D12-48C4BEAEE2FB
5592,L92576,L92576-B55BC1EF-D22E-4A20-BAEB-87405F72A182
5593,L92577,L92577-3313D2FF-7DB6-4013-8C2F-3728ED462742
5594,L92578,L92578-E35ED078-F43B-476D-ADAF-E32A80B912B3
5595,L92579,L92579-7E7AC885-2FF1-42AD-AAA5-65B6BB070DC5
5596,L92580,L92580-F68C6501-DBBC-4949-98EB-82336793E599
5597,L92581,L92581-BC61DFA8-5C07-48BE-8D43-58BAE87874B7
5598,L92582,L92582-32E2760E-51E2-4D66-A0AF-9A59FF046AB3
5599,L92583,L92583-00DFA293-6296-4EC5-B535-C970430859E6
5600,L92584,L92584-350B8FA8-E94F-46C1-B4BC-344ECD4DD006
5601,L92585,L92585-FC821098-D344-41C8-82E2-D92187EB6D23
5602,L92586,L92586-B2F63E2E-AB50-4EC6-A0F2-B589B931675E
5603,L92587,L92587-DAB465C4-93F5-40F6-8E16-847AD00B99F1
5604,L92588,L92588-CACAD19A-5CD0-4AEE-B774-819B6965A750
5605,L92589,L92589-9A0B220A-55E6-47B2-A858-6DAE8A0FB7E3
5606,L92590,L92590-C5186CD9-3612-4430-98C6-5DD9A43991CB
5607,L92591,L92591-58087B0B-32BD-4311-BB07-65ACA7AF1533
5608,L92592,L92592-988FC5A3-875F-425A-9920-AECD295E425F
5609,L92593,L92593-1DF8A239-E415-4826-930E-D313B1C622D3
5610,L92594,L92594-5907BC38-94E9-4D47-A544-59E76C13C4E9
5611,L92595,L92595-3DDE7C38-8822-4D74-A00C-E21C75A4A4A5
5612,L92596,L92596-D375B521-582B-42B4-9341-2A22525F0242
5613,L92597,L92597-7E1C5FCD-803A-4FFF-9671-0B9F16D5595E
5614,L92598,L92598-2D33C4D8-EE00-4DAF-AC15-2C9723DC0FA6
5615,L92599,L92599-5F4EC478-E999-480D-9057-624C6C67E87C
5616,L92600,L92600-C323E0D6-787A-4173-99EB-FF4A389AA7CA
5617,L92601,L92601-3ABA855B-9AC9-4DC6-8002-17D2C4169D74
5618,L92602,L92602-499D7BA4-F6CA-44D1-B0BF-F695B515403C
5619,L92603,L92603-90B16684-9D52-4A72-98DE-D2FBA0C590CF
5620,L92604,L92604-C2C024FC-10FD-42E9-8CCD-BB32C5E2345E
5621,L92605,L92605-DC01497F-88BA-4D28-B99F-6ADAEACF2485
5622,L92606,L92606-6DCF99CB-5FA7-49B8-B7FA-2BE34AAD660C
5623,L92607,L92607-AE2BD5E2-ED26-4D49-9BF7-A9541CA70B48
5624,L92608,L92608-796052BF-B2A1-4B9D-B672-E5AE4F81DCF8
5625,L92609,L92609-2BB3668C-84F6-49C3-AB42-E44E62EACC92
5626,L92610,L92610-58D407D8-3F51-49F7-96A5-6048D0041FEC
5627,L92611,L92611-016CD178-A2E0-43CC-899B-CD64C9BE948D
5628,L92612,L92612-E18BCEDC-AE70-4BC2-9E07-D4490FF277B2
5629,L92613,L92613-3630B696-9F72-402E-A165-51AE24B1044E
5630,L92614,L92614-BAE10796-4395-404C-BFD5-B33D7E87CBDE
5631,L92615,L92615-79D8D2A5-7C80-4680-B5D5-D365EDF0CE6E
5632,L92616,L92616-9536AF8E-CD8E-4111-B420-FB399BE405FA
5633,L92617,L92617-525BEA0B-0B58-4595-900F-073A9BFC927B
5634,L92618,L92618-260A740C-C88B-465D-9151-4BE732855916
5635,L92619,L92619-76F36D08-DFB6-49FF-BACD-2B49DF28F8AB
5636,L92620,L92620-6792D869-CB6C-4A02-8BCD-C78AD6E65DCB
5637,L92621,L92621-712102C9-3CB0-4C1D-9F3B-CC7E02CA31D0
5638,L92622,L92622-F6C9F3EF-2DBE-4509-9B4E-F83E5E7DCFA7
5639,L92623,L92623-400FE020-C61F-4C76-8C5F-4B40367DD023
5640,L92624,L92624-C8EC3452-E14B-4E6B-B0F0-E3E14932A4F6
5641,L92625,L92625-4D60A7CB-78C3-4DC6-A2B5-B5FE765F020E
5642,L92626,L92626-8AA00244-A058-4FE7-B1B4-D01C48CA8755
5643,L92627,L92627-356807AA-EFCC-4AEB-807B-1DF6B9C518C5
5644,L92628,L92628-098C6D6B-2615-4B3C-A99E-9E000AEA491E
5645,L92629,L92629-F849FDFA-1A53-42BB-9C2F-FD372AB57957
5646,L92630,L92630-31F8BF4D-9DF0-4735-B15B-4FDB34826BD0
5647,L92631,L92631-F58E5BD0-2540-4681-91B2-EEDA55844B77
5648,L92632,L92632-AAD8D407-9DB1-49B9-9EC5-8C935889A29A
5649,L92633,L92633-1ED8D830-6457-4A1C-8933-707889A132C1
5650,L92634,L92634-8343403B-FB47-45A2-B5BD-D94405E770C2
5651,L92635,L92635-88FF8580-A8EE-41F0-9141-0C12168A8694
5652,L92636,L92636-6D4DFE2D-2979-46F4-9A15-22D362B26103
5653,L92637,L92637-C06E743C-1B40-48B7-85D3-3CD97B548425
5654,L92638,L92638-FF75F758-55A5-4B5B-901B-E7DEDFF27972
5655,L92639,L92639-86FEE74F-2187-42E4-AA43-67FFD8030CEA
5656,L92640,L92640-9F2C7EFE-9EBE-48A6-9022-C3F318D4D739
5657,L92641,L92641-A0BA922C-F7E9-470A-9EA3-2199D01C7527
5658,L92642,L92642-6C66C1D4-C997-412F-AD23-345520504ED7
5659,L92643,L92643-7663ECC6-BAC8-45FF-A8B5-9FF1371DA156
5660,L92644,L92644-50B41FB6-3C4A-4C2E-83AB-585DC4D8FAEE
5661,L92645,L92645-9FE93CB4-D270-47CF-9864-7234B8038D4D
5662,L92646,L92646-F99C71CE-5C40-40A3-900E-F1E501F3CC09
5663,L92647,L92647-CFE40D0E-C620-4AA6-BA91-45B77CCD010A
5664,L92648,L92648-BF175A2B-12A6-4972-A854-4C1FFFD7185C
5665,L92649,L92649-2FB204CA-2064-4451-BCF3-25805B983A50
5666,L92650,L92650-A7CEDC6A-FDD1-468F-8539-5B60288F7ED0
5667,L92651,L92651-C516D721-7EB1-47AC-89DF-B762AA9FAB75
5668,L92652,L92652-321DDF84-CC95-4DB5-B150-606B805E83F5
5669,L92653,L92653-5F6AE443-717E-48F8-AF51-BB3FDAD3336D
5670,L92654,L92654-EE268072-03C2-476F-8FD2-4B79CBA6ACF6
5671,L92655,L92655-7C16F977-2B97-4F53-8D10-CDE2A62E2128
5672,L92656,L92656-072D287D-19CB-450B-8BBC-59142CD3047A
5673,L92657,L92657-E2FCE5B4-3612-43B9-98F2-2F97CFF4F400
5674,L92658,L92658-6384A21D-4E28-4AC1-9AE2-549ABF493506
5675,L92659,L92659-681F621A-39C6-4FE6-8E3F-A72C95FF339C
5676,L92660,L92660-6C36AF10-CDE1-420B-A057-8A57171179A8
5677,L92661,L92661-FCDA6861-CAD7-4067-B351-9084DAF151DC
5678,L92662,L92662-C95C04CF-CD0A-499F-9B4E-0AADA597D5EC
5679,L92663,L92663-CD06759F-5468-4D09-B41E-E3ABE40DFCDF
5680,L92664,L92664-EB016589-CA9B-406A-A5A3-41EDA9CF1B30
5681,L92665,L92665-EC33587E-9903-4B1D-8F20-E459F16A8519
5682,L92666,L92666-BBFA9867-372C-4BEA-B13A-DB47AF23276D
5683,L92667,L92667-652F5F86-D269-46FF-B485-5D08BE9BCBF9
5684,L92668,L92668-BAB7066E-93D9-4C25-89B8-2227CFC39080
5685,L92669,L92669-1101D2CF-8A2D-4FB2-878B-ECEE1D781035
5686,L92670,L92670-8FEE8E55-D4E3-43E9-B386-4DEA005B5FD1
5687,L92671,L92671-F7E46E81-A79F-4D48-8259-013A8AE3ECC2
5688,L92672,L92672-B9D9657C-C624-4DA3-8750-053B50E21464
5689,L92673,L92673-494E21BA-6456-4306-9BC5-DBBC9709631D
5690,L92674,L92674-2425FDBD-FE3A-4B87-95B1-CF548EFE348F
5691,L92675,L92675-B56C8E8A-4D4A-4BFB-9D7C-2999BECB194C
5692,L92676,L92676-53BA0664-76D9-448D-BDFB-F99E2B7A9ED6
5693,L92677,L92677-9EE2AE32-8AFE-438F-8C49-AAA1026371A1
5694,L92678,L92678-CE4898EC-F912-4DF2-ACCD-5988EF60B2D0
5695,L92679,L92679-357118E2-0FDE-485F-ADB8-8CBB6E983B5E
5696,L92680,L92680-AFF8F6D6-DB93-4D6E-A238-A6ECFFB9AB85
5697,L92681,L92681-661778F8-436C-428B-BB2F-19C810A4BBBD
5698,L92682,L92682-84345941-7432-4A40-BF23-84E0680ACD6B
5699,L92683,L92683-6820E5CF-A63D-4F81-9D61-117460852BCE
5700,L92684,L92684-FE3BA95D-61BF-4AB7-A3C5-A4634221AFBB
5701,L92685,L92685-CBAFD3FD-0F5A-4B28-B7CA-0FBAE4256CF9
5702,L92686,L92686-2BB3CD8A-2B76-44EF-8E56-45020CD4F2BA
5703,L92687,L92687-71D9F984-7D51-4E19-B005-D7310F476E52
5704,L92688,L92688-98BB30C5-817A-422A-874C-0D0C488EA192
5705,L92689,L92689-30279425-5815-49DD-97E2-2EFA5F8BCA79
5706,L92690,L92690-AE09E8B4-4D96-442C-A1FF-4F8AD63C4979
5707,L92691,L92691-FA574111-E857-4872-8D0E-68AD6BD54581
5708,L92692,L92692-137278E4-C8B5-480C-9829-782B9C3F8C61
5709,L92693,L92693-3F7237A9-9F0F-4646-B5BE-C7FE20CF5430
5710,L92694,L92694-8D80B962-0244-469B-A17A-00964C69CF12
5711,L92695,L92695-5E95F7DD-4BAF-4963-BB4C-BA4035FB572D
5712,L92696,L92696-23C76C9B-C865-46C6-848E-CF6AEF94ACE5
5713,L92697,L92697-8B3126BB-71AD-4658-BDAC-BB6EBEAA1509
5714,L92698,L92698-80CFCF52-FBCC-4C2E-B7F9-5431EC4A07A4
5715,L92699,L92699-0D0194B7-69A0-4AE5-B8EC-45C0E7559BCD
5716,L92700,L92700-CD3D8B96-EDED-46CE-8216-4E78FD482AA6
5717,L92701,L92701-50203F87-A5FE-47A6-B5D1-ED32725F5DB4
5718,L92702,L92702-99A20857-2A16-4290-B4EC-6FD7AB816542
5719,L92703,L92703-34E6CDAF-05E7-4D1D-8EDC-2CC024FE6CCF
5720,L92704,L92704-BE0818E4-51D7-4E0B-AA7A-730DD886A4F1
5721,L92705,L92705-CDC091D5-140B-4D63-B843-7543CB29A66C
5722,L92706,L92706-F830C386-4CBF-4379-B989-CE6E610A61ED
5723,L92707,L92707-BF463B08-DADB-4800-BCC4-2D9FE15097BB
5724,L92708,L92708-0A52DE63-CE6B-40DD-9AB8-36BA8D3C6FFB
5725,L92709,L92709-B11DDAF9-A657-47A5-933A-C0EB535205D0
5726,L92710,L92710-A233EF70-1D78-482F-A1B7-895007FAC23D
5727,L92711,L92711-85B2EA21-9A23-49C8-988D-319238286BD5
5728,L92712,L92712-C4FFBD0E-6A36-459B-A3D8-46681B003D82
5729,L92713,L92713-8482D242-8617-404F-8D34-16E265FADCAC
5730,L92714,L92714-FFBB3F4B-35EF-486E-B00A-EE954E28D962
5731,L92715,L92715-F30539AC-E652-4A90-B6AA-147197D95954
5732,L92716,L92716-A4FAE9DA-C547-4A8E-AA57-C2291BB7873F
5733,L92717,L92717-A6E165D0-5917-4387-914A-49C88C7B9E5F
5734,L92718,L92718-1A4F83B6-A23A-43B5-BF7C-1B54681F3C1C
5735,L92719,L92719-98888871-B092-4B45-95B9-EE4ED9B69E77
5736,L92720,L92720-F9289A68-5D41-42B0-A389-1EAB512369BA
5737,L92721,L92721-C4073AAB-1B5D-425D-956D-E05396031C19
5738,L92722,L92722-1884E767-063D-45D4-9D2A-E7061BE7A0F3
5739,L92723,L92723-0404711A-76F8-4731-BA5E-E7510C3B553D
5740,L92724,L92724-B94EA0EB-4C69-4EC0-9475-B9E398646548
5741,L92725,L92725-39CA64B7-6B30-41C6-9580-131E8FD0102B
5742,L92726,L92726-2A8A55A3-1B6E-442E-9CE6-1D448BE96AF6
5743,L92727,L92727-F81D7D2B-C682-4016-B114-C7D282A626F4
5744,L92728,L92728-54A7180F-F416-4E24-B2D8-80915DA18082
5745,L92729,L92729-C33C5A7A-B1BE-4FA4-AF77-5D08685A41E7
5746,L92730,L92730-EF4376EE-DEBE-49C3-987F-067557ADCDE4
5747,L92731,L92731-1243C3CB-4801-4712-8EF6-CA9418A7AAAD
5748,L92732,L92732-EBA7181B-D2E0-497A-B8F5-E3D2152B523D
5749,L92733,L92733-9E4B31A4-893D-49BF-A40C-974880134C16
5750,L92734,L92734-9A9B6EC0-72B3-40B0-8565-9D1D69BA91E0
5751,L92735,L92735-9E744C6C-5413-4C70-9B45-CEC4F4C2AB3B
5752,L92736,L92736-C8967F49-7F7A-4882-881A-D922D24017D1
5753,L92737,L92737-E5559DA1-FA9A-49FD-AE59-339EDEB9D82A
5754,L92738,L92738-BBF20764-3928-4115-B9E5-2266D839FC00
5755,L92739,L92739-4DD34E18-7B00-44FF-9226-CF9487F812F9
5756,L92740,L92740-7298BDCC-C321-4448-A104-F43545FDABD3
5757,L92741,L92741-CBBF5818-D237-4BB6-8517-F2D67F236383
5758,L92742,L92742-685E0C15-B0DB-4EA2-B03A-3669B7324DF3
5759,L92743,L92743-93AE45D0-A9AA-434D-9CC0-2B997342FBA5
5760,L92744,L92744-F2B2F8F5-59A8-4DBA-9663-A75EDE392436
5761,L92745,L92745-C73BFD0B-F657-48FC-B275-7E8D52BC54E6
5762,L92746,L92746-D7DDC9B4-0734-4BAC-9678-49FE5F1FBF58
5763,L92747,L92747-26ACC72D-FE9A-468D-A677-79FDF9512279
5764,L92748,L92748-79A7A629-B525-499D-BB97-A2BC092250F8
5765,L92749,L92749-85DA9507-D24B-4497-959D-B9DCF8A982C2
5766,L92750,L92750-AB8A07A7-4287-4007-844B-69BACD6DEDD6
5767,L92751,L92751-039FDEC9-1011-481F-91BC-01B32057953C
5768,L92752,L92752-B2E628AC-C81B-4FC5-BD47-BB66B08FF73D
5769,L92753,L92753-A3F0454A-8632-4CFD-AEFC-8A7E811CC4D3
5770,L92754,L92754-87AE268F-F85E-49E6-8420-43DD33FEC8F8
5771,L92755,L92755-D24CEFCF-3839-49EB-85DA-7E9393262DB7
5772,L92756,L92756-6984BEF6-EFAB-41B3-8F2E-21A7CD7244EC
5773,L92757,L92757-6436D9B4-7CA6-44C8-8D33-933A44EDAB5F
5774,L92758,L92758-3602ECCB-32B7-42C7-8E96-FE49FD94BC89
5775,L92759,L92759-AF405A11-D604-433E-97A2-EC62CBE8E498
5776,L92760,L92760-B224DF81-051A-495C-96B4-E6438518E1A1
5777,L92761,L92761-C9C16267-C7FC-41E4-97F0-0446782A44D0
5778,L92762,L92762-6BFB69C1-8358-4B0D-8592-E27FD8F88F0D
5779,L92763,L92763-5D575C6C-F37E-4789-8B5F-29F987D8623E
5780,L92764,L92764-539346D1-606B-4A44-B3C4-EC106A009F33
5781,L92765,L92765-C3CD287D-E2E0-4D30-826E-62D6A4183F61
5782,L92766,L92766-41EBA891-935B-45E3-9DCF-322F6EA921C3
5783,L92767,L92767-CE6076BB-A31D-4DCE-9651-980FB50B1BCC
5784,L92768,L92768-4EFD7276-1BED-41D0-8745-6FAAF527D92F
5785,L92769,L92769-141FC88B-23DA-4591-8262-98484F65F11E
5786,L92770,L92770-C82B2410-6C17-4850-836A-C5252CEAFC67
5787,L92771,L92771-25A8D950-9075-4B40-AEF4-744EB26D3BB8
5788,L92772,L92772-90F93673-6C75-40C2-85FB-BCEE66CA67B0
5789,L92773,L92773-82EF692D-880B-4E92-AA14-BF90EAA279A6
5790,L92774,L92774-CBBCF277-C104-454D-AC49-96497DB7C64E
5791,L92775,L92775-275E945F-D70E-4842-9F1B-764DEAF28A86
5792,L92776,L92776-0EAA156E-A6FE-4997-9D74-FE24B0AD81A5
5793,L92777,L92777-545E867C-1E3E-4E98-8D31-FF7D768144FE
5794,L92778,L92778-BFE8BB7E-6852-478D-9FFD-54B271A7EE9E
5795,L92779,L92779-D11F21AA-211A-4C25-AC90-005CA890FE34
5796,L92780,L92780-D10A749E-E3D3-4A5B-9F50-0B085A63F0F9
5797,L92781,L92781-2B801386-75F6-4615-A5AE-909B09CE6BB9
5798,L92782,L92782-9DF9A6B8-3459-4B93-AF41-8EF9CF02CEA0
5799,L92783,L92783-8826BE78-E265-4504-9A0F-A56F994A1627
5800,L92784,L92784-E8DEEE73-E8F0-4B8D-B08E-A9EEAE0DFF74
