id	lemmaRaw	wr	upostag	lilaRef	matchType	modLemma
8043	inverto, -verti, -versum	inuerto	VERB	lemma/108823	ONE	NULL
8044	invesperascit, —, —	inuesperascit	VERB	lemma/158412	ONE	NULL
8045	investīgātio, -ōnis,	inuestigatio	NOUN	lemma/108826	ONE	NULL
8046	investīgātor, -ōris,	inuestigator	NOUN	lemma/108827	ONE	NULL
8047	investīgo	inuestigo	NULL	lemma/108829	*one*	NULL
8048	inveterasco, veterāvi, —	inueterasco	VERB	lemma/108832	ONE	NULL
8049	inveterātio, -ōnis,	inueteratio	NOUN	lemma/108833	ONE	NULL
8050	invetero	inuetero	NULL	lemma/108836	*one*	NULL
8051	invexi	inuexi	NULL	lemma/108801	*one*	NULL
8052	invicem	inuicem	NULL	lemma/109437	*one*	NULL
8053	invictus, -a, -um:	inuictus	ADJ	lemma/108840	ONE	NULL
8054	invidendus, -a, -um:	inuidendus	ADJ	lemma/108841	*one*	NULL
8055	invidentia, -ae,	inuidentia	NOUN	lemma/108839	ONE	NULL
8056	invideo, -vīdi, -vīsum	inuideo	VERB	lemma/108841	ONE	NULL
8057	invīdi	inuidi	NULL	lemma/108841,lemma/108844	*many*	NULL
8058	invidia, -ae,	inuidia	NOUN	lemma/108842	ONE	NULL
8059	invidiōsus, -a, -um:	inuidiosus	ADJ	lemma/108843	ONE	NULL
8060	invidus, -a, -um:	inuidus	ADJ	lemma/108844	ONE	NULL
8061	invigilo	inuigilo	NULL	lemma/108845	*one*	NULL
8062	inviolābilis, -e:	inuiolabilis	NOUN	lemma/108852	*one*	NULL
8063	inviolātus, -a, -um:	inuiolatus	ADJ	lemma/109439,hypolemma/23944	MANY	NULL
8064	invīsitātus, -a, -um:	inuisitatus	ADJ	lemma/109440,hypolemma/108776	MANY	NULL
8065	invīso, -vīsi, -vīsum	inuiso	VERB	lemma/108860	ONE	NULL
8066	invīsus, -a, -um:	inuisus	ADJ	lemma/109396,hypolemma/23916,hypolemma/23954	MANY	NULL
8067	invīsus, -a, -um:	inuisus	ADJ	lemma/109396,hypolemma/23916,hypolemma/23954	MANY	NULL
8068	invītāmentum, -i,	inuitamentum	NOUN	lemma/108864	ONE	NULL
8069	invītātio, -ōnis,	inuitatio	NOUN	lemma/108865	ONE	NULL
8070	invītātūs, -ūs,	inuitatus	NOUN	lemma/109561	ONE	NULL
8071	invītē	inuite	NULL	hypolemma/23973	*one*	NULL
8072	invīto	inuito	NULL	lemma/108871	*one*	NULL
8073	invītus, -a, -um:	inuitus	ADJ	lemma/108873	ONE	NULL
8074	invius, -a, -um:	inuius	ADJ	lemma/108874	ONE	NULL
8075	invocātus, -a, -um:	inuocatus	ADJ	lemma/109573,hypolemma/24002	MANY	NULL
8076	invoco	inuoco	NULL	lemma/108893	*one*	NULL
8077	involātus, -ūs,	inuolatus	NOUN	lemma/109562	ONE	NULL
8078	involito	inuolito	NULL	lemma/108894	*one*	NULL
8079	involo	inuolo	NULL	lemma/108895	*one*	NULL
8080	involucrum, -i,	inuolucrum	NOUN	lemma/106296	ONE	NULL
8081	involūtus, -a, -um:	inuolutus	ADJ	hypolemma/24014	ONE	NULL
8082	involvo, -volvi, -volūtum	inuoluo	VERB	lemma/108900	ONE	NULL
8083	invulnerātus, -a, -um:	inuulneratus	ADJ	lemma/108916	ONE	NULL
8084	iō	io	NULL	lemma/10488,lemma/10489,lemma/108918	*many*	NULL
8085	iocātio, -ōnis,	iocatio	NOUN	lemma/108921	ONE	NULL
8086	iocor	iocor	NULL	lemma/108923	*one*	NULL
8087	iocōsus, -a, -um:	iocosus	ADJ	lemma/108925	ONE	NULL
8088	ioculāris, -e:	iocularis	NOUN	lemma/108927	*one*	NULL
8089	ioculator, -ōris,	ioculator	NOUN	lemma/108931	ONE	NULL
8090	ioculor	ioculor	NULL	lemma/108932	*one*	NULL
8091	iocus, -i,	iocus	NOUN	lemma/108935	ONE	NULL
8092	ipse, -a, -um:	ipse	ADJ	lemma/108945	*one*	NULL
8093	ira, -ae,	ira	NOUN	lemma/108949	ONE	NULL
8094	īrācundia, -ae,	iracundia	NOUN	lemma/108950	ONE	NULL
8095	īrācundus, -a, -um:	iracundus	ADJ	lemma/108951	ONE	NULL
8096	īrascor, īrātus	irascor	NOUN	lemma/108954	*one*	NULL
8097	irātus, -a, -um:	iratus	ADJ	lemma/109399	ONE	NULL
8098	īrōnīa, -ae,	ironia	NOUN	lemma/108966	ONE	NULL
8099	irraucesco, -rausi, —	irraucesco	VERB	lemma/108976	ONE	NULL
8100	irreligātus, -a, -um:	irreligatus	ADJ	lemma/108994	ONE	NULL
8101	irreligiōsus, -a, -um:	irreligiosus	ADJ	lemma/108997	ONE	NULL
8102	irremeābilis, -e:	irremeabilis	NOUN	lemma/108998	*one*	NULL
8103	irremedīabilis, -e:	irremediabilis	NOUN	lemma/108999	*one*	NULL
8104	irreparābilis, -e:	irreparabilis	NOUN	lemma/109005	*one*	NULL
8105	irrepertus, -a, -um:	irrepertus	ADJ	lemma/109007	ONE	NULL
8106	irrēpo, -repsi, -reptum	irrepo	VERB	lemma/109009	ONE	NULL
8107	irreprehensus, -a, -um:	irreprehensus	ADJ	lemma/109012	ONE	NULL
8108	irrepsi	irrepsi	NULL	lemma/109009	*one*	NULL
8109	irreptus, -a, -um:	irreptus	ADJ	hypolemma/24184	ONE	NULL
8110	irrequiētus, -a, -um:	irrequietus	ADJ	lemma/109018	ONE	NULL
8111	irresectus, -a, -um:	irresectus	ADJ	lemma/109021	ONE	NULL
8112	irresolūtus, -a, -um:	irresolutus	ADJ	lemma/109023	ONE	NULL
8113	irrētio	irretio	NULL	lemma/109026	*one*	NULL
8114	irretortus, -a, -um:	irretortus	ADJ	lemma/109027	ONE	NULL
8115	irreverens, -entis:	irreuerens	NOUN	lemma/109030	*one*	NULL
8116	irreverentia, -ae,	irreuerentia	NOUN	lemma/109031	ONE	NULL
8117	irrevocabilis, -e:	irreuocabilis	NOUN	lemma/109033	*one*	NULL
8118	irrevocātus, -a, -um:	irreuocatus	ADJ	lemma/109035	ONE	NULL
8119	irrīdeo, -rīsi, -rīsum	irrideo	VERB	lemma/109036	ONE	NULL
8120	irrīdiculē	irridicule	NULL	hypolemma/24254	*one*	NULL
8121	irrigātio, -ōnis,	irrigatio	NOUN	lemma/109040	ONE	NULL
8122	irrigo	irrigo	NULL	lemma/109043	*one*	NULL
8123	irriguus, -a, -um:	irriguus	ADJ	lemma/109044	ONE	NULL
8124	irrīsi	irrisi	NULL	lemma/109036	*one*	NULL
8125	irrīsio, -ōnis,	irrisio	NOUN	lemma/109046	ONE	NULL
8126	irrīsor, -ōris,	irrisor	NOUN	lemma/109049	ONE	NULL
8127	irrīsus, -a, -um:	irrisus	ADJ	hypolemma/24251	ONE	NULL
8128	irrīsus, -ūs,	irrisus	NOUN	lemma/109563	ONE	NULL
8129	irrītābilis, -e:	irritabilis	NOUN	lemma/109050	*one*	NULL
8130	irrītāmen, -inis,	irritamen	NOUN	lemma/109052	ONE	NULL
8131	irrītātio, -ōnis,	irritatio	NOUN	lemma/109054	ONE	NULL
8132	irrīto	irrito	NULL	lemma/108965,lemma/109057	*many*	NULL
8133	irritus, -a, -um:	irritus	ADJ	lemma/109058	ONE	NULL
8134	irrogātio, -ōnis,	irrogatio	NOUN	lemma/109061	ONE	NULL
8135	irrogo	irrogo	NULL	lemma/109062	*one*	NULL
8136	irrōro	irroro	NULL	lemma/109064	*one*	NULL
8137	irrumpo, -rūpi, -ruptum	irrumpo	VERB	lemma/109077	ONE	NULL
8138	irruo, -ui, —	irruo	VERB	lemma/109078	ONE	NULL
8139	irrūpi	irrupi	NULL	lemma/109077	*one*	NULL
8140	irruptio, -ōnis,	irruptio	NOUN	lemma/109079	ONE	NULL
8141	irruptus, -a, -um:	irruptus	ADJ	lemma/109401,hypolemma/24301	MANY	NULL
8142	is, ea, id:	is	NULL	lemma/101183	*one*	NULL
8143	iste, ista, istud:	iste	NULL	lemma/109122	*one*	NULL
8144	isthmus, -i,	isthmus	NOUN	lemma/109402	ONE	NULL
8145	istī	isti	NULL	hypolemma/113058	*one*	NULL
8146	istic, istaec, istoc	istic	NULL	lemma/109122,hypolemma/24344	*many*	NULL
8147	istīc	istic	NULL	lemma/109122,hypolemma/24344	*many*	NULL
8148	istim	istim	NULL	lemma/109121	*one*	NULL
8149	instinc	instinc	NULL	NULL	ZERO	NULL
8150	istīusmodi	istiusmodi	NULL	lemma/109124	*one*	NULL
8151	istō	isto	NULL	lemma/124554,hypolemma/24344	*many*	NULL
8152	istōc	istoc	NULL	hypolemma/24344	*one*	NULL
8153	istorsum	istorsum	NULL	lemma/109125	*one*	NULL
8154	istūc	istuc	NULL	hypolemma/24344	*one*	NULL
8155	ita	ita	NULL	lemma/109126,lemma/136510	*many*	NULL
8156	itaque	itaque	NULL	lemma/109129	*one*	NULL
8157	item	item	NULL	lemma/109131,lemma/60394	*many*	NULL
8158	īter, itineris,	iter	NOUN	lemma/109132	ONE	NULL
8159	iterātio, -ōnis,	iteratio	NOUN	lemma/109135	ONE	NULL
8160	itero	itero	NULL	lemma/109137,lemma/109444	*many*	NULL
8161	iterum	iterum	NULL	lemma/109138,lemma/60396	*many*	NULL
8162	itidem	itidem	NULL	lemma/109140	*one*	NULL
8163	itineris	itineris	NULL	lemma/109132,lemma/60398	*many*	NULL
8164	itio, -ōnis,	itio	NOUN	lemma/109144	ONE	NULL
8165	ito	ito	NULL	lemma/109146	*one*	NULL
8166	itus, -a, -um:	itus	ADJ	hypolemma/110573	ONE	NULL
8167	itus, -ūs,	itus	NOUN	lemma/109565	ONE	NULL
8168	iuba, -ae,	iuba	NOUN	lemma/109149	ONE	NULL
8169	iubar, -aris,	iubar	NOUN	lemma/109150	ONE	NULL
8170	iubātus, -a, -um:	iubatus	ADJ	lemma/109151,hypolemma/93201	MANY	NULL
8171	iubeo, iussi, iussum	iubeo	VERB	lemma/109152	ONE	NULL
8172	iūcunditās, -ātis,	iucunditas	NOUN	lemma/109157	ONE	NULL
8173	iūcundus, -a, -um:	iucundus	ADJ	lemma/109160	ONE	NULL
8174	iūdex, -icis,	iudex	NOUN	lemma/109161	ONE	NULL
8175	iūdicātio, -ōnis,	iudicatio	NOUN	lemma/109163	ONE	NULL
8176	iūdicātum, -i,	iudicatum	NOUN	lemma/109568	ONE	NULL
8177	īudicātus, -ūs,	iudicatus	NOUN	lemma/109569	ONE	NULL
8178	iūdiciālis, e,	iudicialis	NOUN	lemma/109166	*one*	NULL
8179	iūdicium, -i,	iudicium	NOUN	lemma/109170	ONE	NULL
8180	iūdico	iudico	NULL	lemma/109171	*one*	NULL
8181	iugāles, -ium,	iugales	NOUN	lemma/138706	ONE	NULL
8182	iugālis, -e:	iugalis	NOUN	lemma/109173	*one*	NULL
8183	iugārius, -a, -um:	iugarius	ADJ	lemma/109175	ONE	NULL
8184	iugātio, -ōnis,	iugatio	NOUN	lemma/109177	ONE	NULL
8185	iūgerum, -i,	iugerum	NOUN	lemma/109183	ONE	NULL
8186	iūgis, -e:	iugis	NOUN	lemma/60458	ONE	NULL
8187	iūglans, -ndis,	iuglans	NOUN	lemma/109189	ONE	NULL
8188	iugo	iugo	NULL	lemma/109190,lemma/109191,lemma/60466	*many*	NULL
8189	iugōsus, -a, -um:	iugosus	ADJ	lemma/109192	ONE	NULL
8190	iugulo	iugulo	NULL	lemma/109198	*one*	NULL
8191	iugulum, -i,	iugulum	NOUN	lemma/109200	ONE	NULL
8192	iugum, -i,	iugum	NOUN	lemma/109202	ONE	NULL
8193	iūmentum, -i,	iumentum	NOUN	lemma/109212	ONE	NULL
8194	iunceus, -a, -um	iunceus	ADJ	lemma/109214	ONE	NULL
8195	iuncōsus, -a, -um:	iuncosus	ADJ	lemma/109217	ONE	NULL
8196	iunctim	iunctim	NULL	lemma/109218	*one*	NULL
8197	iunctio, -ōnis,	iunctio	NOUN	lemma/109219	ONE	NULL
8198	iunctura, -ae,	iunctura	NOUN	lemma/109232	ONE	NULL
8199	iunctus, -a, -um:	iunctus	ADJ	hypolemma/24434	ONE	NULL
8200	iuncus, -i,	iuncus	NOUN	lemma/109223	ONE	NULL
8201	iungo, iunxi, iunctum	iungo	VERB	lemma/109224	ONE	NULL
8202	iūnior, -ōris: iuvenis	iunior	NULL	lemma/109287,lemma/60512,hypolemma/105985,hypolemma/24500,hypolemma/24503	*many*	NULL
8203	iūniōres, -um,	iuniores	NOUN	lemma/170252	*one*	NULL
8204	iūniperus, -i,	iuniperus	NOUN	lemma/107181	ONE	NULL
8205	iunxi	iunxi	NULL	lemma/109224	*one*	NULL
8206	iūrātor, -ōris,	iurator	NOUN	lemma/109231	ONE	NULL
8207	iurgium, -i,	iurgium	NOUN	lemma/109238	ONE	NULL
8208	iurgo	iurgo	NULL	lemma/109240	*one*	NULL
8209	iūridiciālis, -e:	iuridicialis	NOUN	lemma/109242	*one*	NULL
8210	iūrisdictio, -ōnis,	iurisdictio	NOUN	lemma/109424	ONE	NULL
8211	iūro	iuro	NULL	lemma/109249	*one*	NULL
8212	iūs, iūris,	ius	NOUN	lemma/109252,lemma/109285	MANY	NULL
8213	iūs, iūris,	ius	NOUN	lemma/109252,lemma/109285	MANY	NULL
8214	iūsiūrandum, iurisiūrandi,	iusiurandum	NOUN	lemma/109423	ONE	NULL
8215	iussi	iussi	NULL	lemma/109152,lemma/109570	*many*	NULL
8216	iussum, -i,	iussum	NOUN	lemma/109570	ONE	NULL
8217	iussus, -a, -um:	iussus	ADJ	hypolemma/24365	ONE	NULL
8218	iussus, -ūs,	iussus	NOUN	lemma/109571	ONE	NULL
8219	iusta, -ōrum,	iusta	NOUN	lemma/156467,lemma/60569	MANY	NULL
8220	iustitia, -ae,	iustitia	NOUN	lemma/109264	ONE	NULL
8221	iustitium, -i,	iustitium	NOUN	lemma/109266	ONE	NULL
8222	iustus, -a, -um:	iustus	ADJ	lemma/109268	ONE	NULL
8223	iūtus, -a, -um:	iutus	ADJ	hypolemma/24510	ONE	NULL
8224	iuvenalis, -e:	iuuenalis	NOUN	lemma/109275,lemma/135872	*many*	NULL
8225	iuvenca, -ae,	iuuenca	NOUN	lemma/109278	ONE	NULL
8226	iuvenesco, -nui, —	iuuenesco	VERB	lemma/109282	ONE	NULL
8227	iuvenīlis, -e:	iuuenilis	NOUN	lemma/109283	*one*	NULL
8228	iuvenis, -e:	iuuenis	NOUN	lemma/138707	ONE	NULL
8229	iuvenor	iuuenor	NULL	lemma/109290	*one*	NULL
8230	iuventa, -ae,	iuuenta	NOUN	lemma/106291	ONE	NULL
8231	iuventūs, -ūtis,	iuuentus	NOUN	lemma/109293	ONE	NULL
8232	iūvi	iuui	NULL	lemma/109294	*one*	NULL
8233	iuvo, iūvi, iūtum	iuuo	VERB	lemma/109294	ONE	NULL
8234	iuxtā	iuxta	NULL	lemma/109295,lemma/109296	*many*	NULL
8235	iuxtim	iuxtim	NULL	lemma/109297	*one*	NULL
8236	īvi	iui	NULL	lemma/101183,lemma/10488,lemma/10489,lemma/10526,lemma/10527,lemma/60623	*many*	NULL
8237	K	k	NULL	lemma/109591	*one*	NULL
8238	L.	l	NULL	lemma/109595	*one*	NULL
8239	labasco, —, —	labasco	VERB	lemma/109619	ONE	NULL
8240	labea, -ae,	labea	NOUN	lemma/109757	ONE	NULL
8241	lābēcula, -ae,	labecula	NOUN	lemma/109600	ONE	NULL
8242	labefacio, -fēci, -factum	labefacio	VERB	lemma/109601	ONE	NULL
8243	labefacto	labefacto	NULL	lemma/109603	*one*	NULL
8244	labellum, -i,	labellum	NOUN	lemma/109605,lemma/109609	MANY	NULL
8245	lābellum, -i,	labellum	NOUN	lemma/109605,lemma/109609	MANY	NULL
8246	lābēs, -is,	labes	NOUN	lemma/109608	ONE	NULL
8247	labium, -i,	labium	NOUN	lemma/109811	ONE	NULL
8248	labo	labo	NULL	lemma/109641,lemma/167009,lemma/60868	*many*	NULL
8249	lābor, lapsus	labor	NOUN	lemma/109621	ONE	NULL
8250	labor, -ōris,	labor	NOUN	lemma/109621	ONE	NULL
8251	labōrifer, -fera, -ferum:	laborifer	ADJ	lemma/109623	ONE	NULL
8252	labōriōsus, -a, -um:	laboriosus	ADJ	lemma/109624	ONE	NULL
8253	labōro	laboro	NULL	lemma/109625	*one*	NULL
8254	labōs	labos	NULL	lemma/109621	*one*	NULL
8255	labrum, -i,	labrum	NOUN	lemma/109614,lemma/109629	MANY	NULL
8256	lābrum, -i,	labrum	NOUN	lemma/109614,lemma/109629	MANY	NULL
8257	labrusca, -ae,	labrusca	NOUN	lemma/109630	ONE	NULL
8258	labyrinthus, -i,	labyrinthus	NOUN	lemma/109634	ONE	NULL
8259	lāc, lactis,	lac	NOUN	lemma/109637	ONE	NULL
8260	lacer, -era, -erum:	lacer	ADJ	lemma/109643	ONE	NULL
8261	lacerātio, -ōnis,	laceratio	NOUN	lemma/109645	ONE	NULL
8262	lacerna, -ae,	lacerna	NOUN	lemma/109648	ONE	NULL
8263	lacero	lacero	NULL	lemma/109652	*one*	NULL
8264	lacerta, -ae,	lacerta	NOUN	lemma/109653	ONE	NULL
8265	lacertōsus, -a, -um:	lacertosus	ADJ	lemma/109655	ONE	NULL
8266	lacertus, -i,	lacertus	NOUN	lemma/109654,lemma/109656	MANY	NULL
8267	lacertus, -i,	lacertus	NOUN	lemma/109654,lemma/109656	MANY	NULL
8268	lacess o, -īvi	lacess o	NOUN	NULL	ZERO	NULL
8269	lacinia, -ae,	lacinia	NOUN	lemma/109664	ONE	NULL
8270	lacrima, -ae,	lacrima	NOUN	lemma/109669	ONE	NULL
8271	lacrimābilis, -e:	lacrimabilis	NOUN	lemma/109670	*one*	NULL
8272	lacrimabundus, -a, -um:	lacrimabundus	ADJ	lemma/109671	ONE	NULL
8273	lacrimo	lacrimo	NULL	lemma/109675	*one*	NULL
8274	lacrimōsus, -a, -um:	lacrimosus	ADJ	lemma/109676	ONE	NULL
8275	lactens, -entis:	lactens	NOUN	hypolemma/24956	*one*	NULL
8276	lactes, -ium,	lactes	NOUN	lemma/109687	ONE	NULL
8277	lactesco, —, —	lactesco	VERB	lemma/109685	ONE	NULL
8278	lacteus, -a, -um:	lacteus	ADJ	lemma/109689	ONE	NULL
8279	lacto	lacto	NULL	lemma/109696,lemma/110184	*many*	NULL
8280	lacto	lacto	NULL	lemma/109696,lemma/110184	*many*	NULL
8281	lactūca, -ae,	lactuca	NOUN	lemma/109699	ONE	NULL
8282	lacūna, -ae,	lacuna	NOUN	lemma/109706	ONE	NULL
8283	lacūnar, -āris,	lacunar	NOUN	lemma/109709	ONE	NULL
8284	lacūno	lacuno	NULL	lemma/109710	*one*	NULL
8285	lacūnōsus, -a, -um:	lacunosus	ADJ	lemma/109711	ONE	NULL
8286	lacus, -ūs,	lacus	NOUN	lemma/110374	ONE	NULL
8287	laedo, laesi, laessum	laedo	VERB	lemma/109718,lemma/61029	MANY	NULL
8288	laena, -ae,	laena	NOUN	lemma/109721	ONE	NULL
8289	laesi	laesi	NULL	lemma/109718	*one*	NULL
8290	laesio, -ōnis,	laesio	NOUN	lemma/109720	ONE	NULL
8291	laesus, -a, -um:	laesus	ADJ	hypolemma/24997	ONE	NULL
8292	laetābilis, -e:	laetabilis	NOUN	lemma/109723	*one*	NULL
8293	laetātio, -ōnis,	laetatio	NOUN	lemma/109726	ONE	NULL
8294	laetifico	laetifico	NULL	lemma/109729	*one*	NULL
8295	laetificus, -a, -um:	laetificus	ADJ	lemma/109730	ONE	NULL
8296	laetitia, -ae,	laetitia	NOUN	lemma/109733	ONE	NULL
8297	laetor	laetor	NULL	lemma/109736	*one*	NULL
8298	laetus, -a, -um:	laetus	ADJ	lemma/109739	ONE	NULL
8299	laeva, -ae,	laeua	NOUN	lemma/109744	ONE	NULL
8300	laevis	laeuis	NULL	lemma/110344	*one*	NULL
8301	laevus, -a, -um:	laeuus	ADJ	lemma/109743	ONE	NULL
8302	laganum, -i,	laganum	NOUN	lemma/109748	ONE	NULL
8303	lagēna, -ae,	lagena	NOUN	lemma/109752	ONE	NULL
8304	lagēos, -ēi,	lageos	NOUN	lemma/109750	ONE	NULL
8305	lagoena, -ae,	lagoena	NOUN	lemma/109752	ONE	NULL
8306	lagōis, -idis,	lagois	NOUN	lemma/109756	ONE	NULL
8307	lāma, -ae,	lama	NOUN	lemma/109770	ONE	NULL
8308	lambo, lambi, —	lambo	VERB	lemma/109774	ONE	NULL
8309	lāmentābilis, -e:	lamentabilis	NOUN	lemma/109779	*one*	NULL
8310	lāmentātio, -ōnis,	lamentatio	NOUN	lemma/109781	ONE	NULL
8311	lāmentor	lamentor	NULL	lemma/109784	*one*	NULL
8312	lāmentum, -i,	lamentum	NOUN	lemma/109778	ONE	NULL
8313	lamia, -ae,	lamia	NOUN	lemma/109787	ONE	NULL
8314	lāmina	lamina	NULL	lemma/109788	*one*	NULL
8315	lampas, -adis,	lampas	NOUN	lemma/109802	ONE	NULL
8316	lāna, -ae,	lana	NOUN	lemma/109806	ONE	NULL
8317	lānātus, -a, -um:	lanatus	ADJ	lemma/109812,hypolemma/113793	MANY	NULL
8318	lancea, -ae,	lancea	NOUN	lemma/109813	ONE	NULL
8319	lancino	lancino	NULL	lemma/109820	*one*	NULL
8320	lāneus, -a, -um:	laneus	ADJ	lemma/109825	ONE	NULL
8321	languefacio, -fēci, -factum	languefacio	VERB	lemma/109830	ONE	NULL
8322	langueo, —, —	langueo	VERB	lemma/109831	ONE	NULL
8323	languesco, langui, —	languesco	VERB	lemma/111160	ONE	NULL
8324	languidus, -a, -um:	languidus	ADJ	lemma/109833	ONE	NULL
8325	languor, -ōris,	languor	NOUN	lemma/109838	ONE	NULL
8326	laniātus, -ūs,	laniatus	NOUN	lemma/111131	ONE	NULL
8327	laniēna, -ae,	laniena	NOUN	lemma/109851	ONE	NULL
8328	lānificus, -a, -um:	lanificus	ADJ	lemma/109852	ONE	NULL
8329	lāniger, -gera, -gerum:	laniger	ADJ	lemma/109859	ONE	NULL
8330	lanio	lanio	NULL	lemma/109863,lemma/109864	*many*	NULL
8331	lanista, -ae,	lanista	NOUN	lemma/109870	ONE	NULL
8332	lānitium, -i,	lanitium	NOUN	lemma/109847	ONE	NULL
8333	lanius, -i,	lanius	NOUN	lemma/109874	ONE	NULL
8334	lanterna, -ae,	lanterna	NOUN	lemma/109878	ONE	NULL
8335	lanternārius, -i,	lanternarius	NOUN	lemma/109879	ONE	NULL
8336	lānūgo, -inis,	lanugo	NOUN	lemma/109883	ONE	NULL
8337	lanx, lancis,	lanx	NOUN	lemma/109886	ONE	NULL
8338	lapathum, -i,	lapathum	NOUN	lemma/109890	ONE	NULL
8339	lapicida, -ae,	lapicida	NOUN	lemma/109891	ONE	NULL
8340	lapicīdīnae, -ārum,	lapicidinae	NOUN	lemma/109892	ONE	NULL
8341	lapidātio, -ōnis,	lapidatio	NOUN	lemma/109898	ONE	NULL
8342	lapidātor, -ōris,	lapidator	NOUN	lemma/109899	ONE	NULL
8343	lapideus, -a, -um:	lapideus	ADJ	lemma/109902	ONE	NULL
8344	lapido	lapido	NULL	lemma/109903	*one*	NULL
8345	lapidōsus, -a, -um:	lapidosus	ADJ	lemma/109905	ONE	NULL
8346	lapillus, -i,	lapillus	NOUN	lemma/109909	ONE	NULL
8347	lapis, -idis,	lapis	NOUN	lemma/109911,lemma/61341	MANY	NULL
8348	lappa, -ae,	lappa	NOUN	lemma/109913	ONE	NULL
8349	lapsio, -ōnis,	lapsio	NOUN	lemma/109920	ONE	NULL
8350	lapso	lapso	NULL	lemma/109922	*one*	NULL
8351	lapsus, -a, -um:	lapsus	ADJ	hypolemma/24876	ONE	NULL
8352	lapsus, -ūs,	lapsus	NOUN	lemma/109597	ONE	NULL
8353	laquear, -āris,	laquear	NOUN	lemma/109926	ONE	NULL
8354	laqueātus, -a, -um:	laqueatus	ADJ	hypolemma/25170,hypolemma/25173	MANY	NULL
8355	laqueus, -i,	laqueus	NOUN	lemma/109930	ONE	NULL
8356	lār, laris,	lar	NOUN	lemma/156430,lemma/156431	MANY	NULL
8357	lardum, -i,	lardum	NOUN	lemma/109950	ONE	NULL
8358	largificus, -a, -um:	largificus	ADJ	lemma/109936	ONE	NULL
8359	largior	largior	NULL	lemma/109940,hypolemma/25199	*many*	NULL
8360	largitās, -ātis,	largitas	NOUN	lemma/109942	ONE	NULL
8361	largītio, -ōnis,	largitio	NOUN	lemma/109943	ONE	NULL
8362	largītor, -ōris,	largitor	NOUN	lemma/109945	ONE	NULL
8363	largītūdo, -inis,	largitudo	NOUN	lemma/109946	ONE	NULL
8364	largus, -a, -um:	largus	ADJ	lemma/109949	ONE	NULL
8365	laridum	laridum	NULL	lemma/109950	*one*	NULL
8366	larix, -icis,	larix	NOUN	lemma/109954	ONE	NULL
8367	lars, lartis,	lars	NOUN	lemma/141530	ONE	NULL
8368	lārua	larua	NULL	lemma/109956,lemma/11415	*many*	NULL
8369	lasanum, -i,	lasanum	NOUN	lemma/109964	ONE	NULL
8370	lascīvia, -ae,	lasciuia	NOUN	lemma/109966	ONE	NULL
8371	lascīvio, —, —	lasciuio	VERB	lemma/109968	ONE	NULL
8372	lascīvus, -a, -um:	lasciuus	ADJ	lemma/109973	ONE	NULL
8373	laserpīcifer, -fera, -ferum:	laserpicifer	ADJ	lemma/109965	ONE	NULL
8374	laserpīcium, -i,	laserpicium	NOUN	lemma/109978	ONE	NULL
8375	lassitūdo, -inis,	lassitudo	NOUN	lemma/109980	ONE	NULL
8376	lasso	lasso	NULL	lemma/109981,lemma/61436	*many*	NULL
8377	lassus, -a, -um:	lassus	ADJ	lemma/109983	ONE	NULL
8378	lātē	late	NULL	hypolemma/25311	*one*	NULL
8379	latebra, -ae,	latebra	NOUN	lemma/109987	ONE	NULL
8380	latebrōsus, -a, -um:	latebrosus	ADJ	lemma/109989	ONE	NULL
8381	latens, -entis:	latens	NOUN	hypolemma/25255	*one*	NULL
8382	lateo, -tui, —	lateo	VERB	lemma/111102	ONE	NULL
8383	later, -eris,	later	NOUN	lemma/109991	ONE	NULL
8384	latericius, -a, -um:	latericius	ADJ	lemma/110002	ONE	NULL
8385	lāterna, -ae,	laterna	NOUN	lemma/109878	ONE	NULL
8386	latesco, —, —	latesco	VERB	lemma/109990,lemma/111101	MANY	NULL
8387	latex, -icis,	latex	NOUN	lemma/110008,lemma/110717	MANY	NULL
8388	latibulum, -i,	latibulum	NOUN	lemma/110013	ONE	NULL
8389	lāticlāvium, -i,	laticlauium	NOUN	lemma/110018	ONE	NULL
8390	lāticlāvius, -a, -um,	laticlauius	ADJ	lemma/110015	ONE	NULL
8391	lātifundium, -i,	latifundium	NOUN	lemma/110022	ONE	NULL
8392	latīnitās, -ātis,	latinitas	NOUN	lemma/61484	ONE	NULL
8393	lātio, -ōnis,	latio	NOUN	lemma/110026	ONE	NULL
8394	latito	latito	NULL	lemma/110032,lemma/110067	*many*	NULL
8395	lātitūdo, -inis,	latitudo	NOUN	lemma/110033,lemma/110058	MANY	NULL
8396	lātomiae	latomiae	NULL	lemma/110110	*one*	NULL
8397	lātor, -ōris,	lator	NOUN	lemma/110035	ONE	NULL
8398	lātrātor, -ōris,	latrator	NOUN	lemma/110038	ONE	NULL
8399	lātrātus, -ūs,	latratus	NOUN	lemma/111132	ONE	NULL
8400	lātrina, -ae,	latrina	NOUN	lemma/109821	ONE	NULL
8401	lātro	latro	NULL	lemma/110043,lemma/110044,lemma/11488	*many*	NULL
8402	latro, -ōnis,	latro	NOUN	lemma/110044	ONE	NULL
8403	latrōcinium, -i,	latrocinium	NOUN	lemma/110047	ONE	NULL
8404	latrōcinor	latrocinor	NULL	lemma/110048	*one*	NULL
8405	latrunculus, -i,	latrunculus	NOUN	lemma/110050	ONE	NULL
