testu_hitza	lemma	hitz_egokitua	mlv_lexeme	aingura	testuingurua-ezker	testu-hitza	eskuin-testuingurua
artu	artu	hartu	https://monumenta.wikibase.cloud/wiki/Lexeme:L6201	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##8	... degula bada, 	artu	 degun pisu au, dacusgun aleguiñez cembat ...
artu	artu	hartu	https://monumenta.wikibase.cloud/wiki/Lexeme:L6201	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##8	... nai izandu cinion zeure semeari, ta cembat damu 	artu	 cenduan aren eriotzean? baña nolaco semea? ...
artu	artu	hartu	https://monumenta.wikibase.cloud/wiki/Lexeme:L6201	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... esan dedilla eguiaz, ta zeuen biotzac icararic 	artu	 eztezaela? nai ote dezue, ots deshonragarri au ...
artu	artu	hartu	https://monumenta.wikibase.cloud/wiki/Lexeme:L6201	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##22	... Christori, Dauidec bezala, ojuca, ta negarca; 	artu	 daguiogun gueren biotzetan betico gorroto, ta ...
artzen	artzen	hartze	https://monumenta.wikibase.cloud/wiki/Lexeme:L6268	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##3	... au bere escutic quentzen diogula Virgiñari, ta 	artzen	 deuala bacoitzac bere escuan, pisatzeco ...
artzen	artzen	hartze	https://monumenta.wikibase.cloud/wiki/Lexeme:L6268	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##14	... edo gozatzen ei da, consueloren bat nombaitetic 	artzen	 danean. Bada Virgiñaren doloreac consueloric ...
artzen	artzen	hartze	https://monumenta.wikibase.cloud/wiki/Lexeme:L6268	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... artean. Eta dalaric au eguia, eztezue arduraric 	artzen	, ta guezurra baliz bezala, pecatu eriozcoan ...
artzen	artzen	hartze	https://monumenta.wikibase.cloud/wiki/Lexeme:L6268	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##22	... zeure amodioac gácartzi zeure óñetara: besteac 	artzen	 dituzu ondo, ez algaituzu geu botaco zeugandic. ...
arzaz	artzaz	hartza	https://monumenta.wikibase.cloud/wiki/Lexeme:L6238	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##17	... amatzat daucagula Virgiña, ain guichi 	arzaz	 contu iduquico guenduan. Cein dira guichi ...
arén	aren	aren	https://monumenta.wikibase.cloud/wiki/Lexeme:L4414	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak##5	... chiqui. Euscára da, gaitzic eguin baliò bézala, 	arén	 erábea, eta sayetsetic Euscáldunac ere bay. ...
arén	aren	aren	https://monumenta.wikibase.cloud/wiki/Lexeme:L4414	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak##6	... Euscâra dec Espáñian lénengo sartu zana, eta 	arén	 baztér guztietan era bateán, ta luzaró chit, ...
asco	asko	asko	https://monumenta.wikibase.cloud/wiki/Lexeme:L6509	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##8	... galantac diranean, are gueiago: cintzoac eta 	asco	 jaquiñac diranean, are gueiago: guciaquicoac, ...
asco	asko	asko	https://monumenta.wikibase.cloud/wiki/Lexeme:L6509	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##18	... izango aldira beste 	asco	, Virgiñaz contu deueenac, ta áurrenez nere ...
asco	asko	asko	https://monumenta.wikibase.cloud/wiki/Lexeme:L6509	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##19	... Cer digot, damuric ta erruquiric ezteueenac? asco ta 	asco	 dira emen ajola ta ardura bagueac, ...
asco	asko	asko	https://monumenta.wikibase.cloud/wiki/Lexeme:L6509	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##19	... Cer digot, damuric ta erruquiric ezteueenac? asco ta 	asco	 dira emen ajola ta ardura bagueac, ...
asco	asko	asko	https://monumenta.wikibase.cloud/wiki/Lexeme:L6509	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##20	... Reg. 3.) . Baña etzan hori 	asco	 adiña, cebillen guezurra, ta otsa deseguiteco: ...
asco	asko	asko	https://monumenta.wikibase.cloud/wiki/Lexeme:L6509	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... zaute: ez lengoacgatic negar, bai berriro beste 	asco	 eguiten diarduzute. Eta cer da au, ezpada ...
asco	asko	asko	https://monumenta.wikibase.cloud/wiki/Lexeme:L6509	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... Virgiña guciz santea. Bay bai, badira emen 	asco	 onezaz alegratzen diranac. Cergatic? cergatic ...
asco	asko	asko	https://monumenta.wikibase.cloud/wiki/Lexeme:L6509	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... zaute: ez lengoacgatic negar, bai berriro beste 	asco	 eguiten diarduzute. Eta cer da au, ezpada ...
asco	asko	asko	https://monumenta.wikibase.cloud/wiki/Lexeme:L6509	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... Virgiña guciz santea. Bay bai, badira emen 	asco	 onezaz alegratzen diranac. Cergatic? cergatic ...
asco	asko	asko	https://monumenta.wikibase.cloud/wiki/Lexeme:L6509	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##22	... dan guizon bati, gaitzic iñoiz ere ez, onic 	asco	 beti eguiten dizuten Jaunari quendu digozue ...
ascoc	askok	asko	https://monumenta.wikibase.cloud/wiki/Lexeme:L6509	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##15	... gozagarri piscaren bat. Baña cer diot? Santu 	ascoc	 diotenez, ceiñ ere dan pisca gozagarri hori, ...
ascoc	askok	asko	https://monumenta.wikibase.cloud/wiki/Lexeme:L6509	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##18	... bi. Etzigoen bada Christori jarraitzen beste 	ascoc	, ta aurrenez bere amabi Apostolu santuac? ala ...
ascó	asko	asko	https://monumenta.wikibase.cloud/wiki/Lexeme:L6509	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##12	... eta ecin conta lequizquean beste eriotza mota 	ascó	. Bada martyrio orreec gucioc dacarciten dolore ...
ascó	asko	asko	https://monumenta.wikibase.cloud/wiki/Lexeme:L6509	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##19	... Baña bildur naiz, eroriac daudela chitez 	ascó	. Eleiza ama santeac, dacusela Virgiña ...
ascó	asko	asko	https://monumenta.wikibase.cloud/wiki/Lexeme:L6509	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##19	... emen Azcoitian, badira guizon ta emacume 	ascó	, ez erruquiric, ez damuric, ez miñic, ez ...
asi	asi	hasi	https://monumenta.wikibase.cloud/wiki/Lexeme:L6432	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##8	... onirizte gucia, nai, ta borondate gucia, mundua 	asi	 zanetic izandu diran ama guciena, ur tanta bat ...
asi	asi	hasi	https://monumenta.wikibase.cloud/wiki/Lexeme:L6432	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##20	... gorputza sártzeracoan, adiaca ta deadarrez 	asi	 ta negar aundiac eguin ...
asiera	asiera	hasiera	https://monumenta.wikibase.cloud/wiki/Lexeme:L6436	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##6	... escatzeac gogoratuco digo bere dolore gucien 	asiera	, ta jaiotza, ta eztirudi ondo, nic aren miñac ...
asiera	asiera	hasiera	https://monumenta.wikibase.cloud/wiki/Lexeme:L6436	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##10	... Adanen humeac! onelaco acabera bear ceuen 	asiera	 aiñ ederrac? pagu au mereci ceuen zeure ...
asnase	asnase	has	https://monumenta.wikibase.cloud/wiki/Lexeme:L6306	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##6	... da zeure seme bacarra? non zeure argui, zeure 	asnase	, zeure bicia? Ote da gurutzean dagoan gorputz ...
asnase	asnase	has	https://monumenta.wikibase.cloud/wiki/Lexeme:L6306	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##22	... zaituen; gueuc amodio aundiarequin, gueuc 	asnase	, indar, bici guciarequin, emen diraugun artean ...
asnaseric	asnaserik	has	https://monumenta.wikibase.cloud/wiki/Lexeme:L6306	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##10	... guizonic ederrena? Nola dago bada hitzic, 	asnaseric	, bicirican bague? Nora zaca bere záiñetaco ...
assi	asi	hasi	https://monumenta.wikibase.cloud/wiki/Lexeme:L6432	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##16	... hitzic eguiten etzigola semeac, urrago joan ta 	assi	 citzacala bere, odola cerioten oiñ santuac, ...
astin	astin	astin	https://monumenta.wikibase.cloud/wiki/Lexeme:L6753	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak##5	... ta onén lagún irúrazayac. Ondò balegóquit, nic 	astin	 dúco núque, nic beeratúco nioque bere ...
astiro	astiro	astiro	https://monumenta.wikibase.cloud/wiki/Lexeme:L6766	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##11	... nor, edo nola icusi ote ceuan? Pensaezazue 	astiro	 urriquimenduac. Esan ditugunetan ezta aguiri ...
astun	astun	astun	https://monumenta.wikibase.cloud/wiki/Lexeme:L6820	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##3	... jasotzeco diña pisuric, ta indarric: ain da 	astun	, ta icaragarri pecatua. Argatic Jaincoaren ...
astun	astun	astun	https://monumenta.wikibase.cloud/wiki/Lexeme:L6820	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##19	... beste aldean ifinten badegu, nere iritzian aiñ 	astun	 izango da, ta aiñ damugarri Virgiñarentzat, ...
atera	atera	atera	https://monumenta.wikibase.cloud/wiki/Lexeme:L6984	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##5	... non cerate esquer gaistoco izarrac? Oi eta 	atera	 albaneguiz beren lecutic, Señora oni ...
atera	atera	atera	https://monumenta.wikibase.cloud/wiki/Lexeme:L6984	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##12	... zeure semeari bicia quentzen digodana. 	Atera	 eguizu ceregandic ezpata hori, tira eguidazu, ...
atera	atera	atera	https://monumenta.wikibase.cloud/wiki/Lexeme:L6984	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##16	... escari gogorric, escatu eguiozu edolaric, 	atera	 zaguitzala alaco miñ, damu, dolore aundietatic. ...
ateratzeagatic	ateratzeagatik	ateratze	https://monumenta.wikibase.cloud/wiki/Lexeme:L7001	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##10	... nola dagoan zeuec irabazteagatic, infernutic 	ateratzeagatic	, cerura eramateagatic. Icusi ezazue, edolaric ...
ateratzeagatic	ateratzeagatik	ateratze	https://monumenta.wikibase.cloud/wiki/Lexeme:L7001	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##20	... cer eguin ceuan, guezur artatic bere burua ondo 	ateratzeagatic	? Bein danic bein aguindu ceuan, mundu guciac ...
atozea	atozea	ata	https://monumenta.wikibase.cloud/wiki/Lexeme:L6844	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##6	... Ama maitea, 	atozea	, non da zeure aurra, Jaungoicoa dan hume ...
atozte	atozte	ata	https://monumenta.wikibase.cloud/wiki/Lexeme:L6844	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##10	... gogorrez lapur biren artean zur bati josia. 	Atozte	 batean seculaco urte guciac, esan eguidazue ...
atrevitzen	atrebitzen	ata	https://monumenta.wikibase.cloud/wiki/Lexeme:L6844	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##12	... . Eta dolore cruelac! ha min gogorrac! nola 	atrevitzen	 cerate biotz garbi, biguiñ hori, azaletic ere ...
atsecabe	atsekabe	atsekabe	https://monumenta.wikibase.cloud/wiki/Lexeme:L7194	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##15	... santearen biotzean sartzen dira dolore, damu, 	atsecabe	, miñ gucien ibayac: oi eta au miñez betericaco ...
atsecabez	atsekabez	atsekabe	https://monumenta.wikibase.cloud/wiki/Lexeme:L7194	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##4	... bañacerez mindua, ezpada oñacez, 	atsecabez	, damuz? Orain bada ezti gozoa dan bezanbat, ...
atsecabé	atsekabe	atsekabe	https://monumenta.wikibase.cloud/wiki/Lexeme:L7194	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##6	... gaurco egunean, Virgiñaren dolore, damu, miñ, 	atsecabé	 gucien egun batean, eztagoquit gaizqui, orreec ...
atseguin	atsegin	atsegin	https://monumenta.wikibase.cloud/wiki/Lexeme:L7160	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##15	... baña Virgiñari quendu citzacola, dioe, are 	atseguin	 chiqui au, argan eguia izan ...
atseguiñ	atsegin	atsegin	https://monumenta.wikibase.cloud/wiki/Lexeme:L7160	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... diarduzute. Eta cer da au, ezpada adierazotzea, 	atseguiñ	 dezuela Christo gure Jauna illic icustea: ...
atseguiñac	atseginak	atsegin	https://monumenta.wikibase.cloud/wiki/Lexeme:L7160	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##22	... bere doloreac gozatzea, ta ecartea bere 	atseguiñac	, eta pozaldiac: jarrai daguiogun Christori, ...
atseguiñez	atseginez	atsegin	https://monumenta.wikibase.cloud/wiki/Lexeme:L7160	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##19	... ardura bagueac, Virgiña ala icusiaz, barrez, ta 	atseguiñez	, ta pozic daudenac. Juduac izango dira orreec, ...
atsotu	atsotu	atsotu	https://monumenta.wikibase.cloud/wiki/Lexeme:L7231	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak##6	... hitz au Erderaz esangó); aimbéste urterén epéan 	atsotu	 bear: baña ichoc, oraindican vizcorra céagoc, ...
atsotú	atsotu	atsotu	https://monumenta.wikibase.cloud/wiki/Lexeme:L7231	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak##6	... ta luzaró chit, hitzeguín zána. Zartú dec, 	atsotú	 dec (eztec hitz au Erderaz esangó); aimbéste ...
atzez	atzez	atze	https://monumenta.wikibase.cloud/wiki/Lexeme:L7394	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak##6	... ditzalá hirequin bateán, naiz áurquez, naiz 	atzez	, goitic, betíc, céarca, edo zucénca, eztic ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak##5	... beár guénduque gucioc hizjário eráusle motél 	au	, ta onén lagún irúrazayac. Ondò balegóquit, nic ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak##6	... zána. Zartú dec, atsotú dec (eztec hitz 	au	 Erderaz esangó); aimbéste urterén epéan atsotu ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##3	... dago Virgiña gurutzearen ondoan zutic, balanza 	au	 escuetan deuala; icusi daguigun Adanen humeac, ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##3	... ta gurutzearen ondoan bagueunde bezala, balanza 	au	 bere escutic quentzen diogula Virgiñari, ta ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##3	... dago Virgiña gurutzearen ondoan zutic, balanza 	au	 escuetan deuala; icusi daguigun Adanen humeac, ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##3	... ta gurutzearen ondoan bagueunde bezala, balanza 	au	 bere escutic quentzen diogula Virgiñari, ta ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##4	... da 	au	, esango dit norbaitec, Virgiña orrec icenic ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##4	... ta icen 	au	 da alde batetic ezti, gozoa, ta adierazotzen ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##4	... bezanbat, camporatzen degu gaur Virgiñaren icen 	au	: miña ta garratza dan bezan bat, betor, ta ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##6	... eguin bear digot, ez besteri, graciaren escari 	au	. Ainguerua etorri citzacanean berri onac ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##6	... ta cergatic ezcutatu cigon icen eder 	au	? Eranzuten deu ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##8	... degula bada, artu degun pisu 	au	, dacusgun aleguiñez cembat pisatzen deuen ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##8	... baña eman bear dio batalla 	au	 Virgiñaren amodioac? Nori? beste edoceiñ ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##9	... ta cein izango ceuala biotzeco maite? Ezta 	au	 lurrean vici gueran artean, jaquin ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##10	... acabera bear ceuen asiera aiñ ederrac? pagu au mereci ceuen zeure oneguiñac? itsustasun 	au	 ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##10	... acabera bear ceuen asiera aiñ ederrac? pagu au mereci ceuen zeure oneguiñac? itsustasun 	au	 ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##11	... gustu labur 	au	. Tobiasen amac, bere semea campora bialdu ta ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##12	... Betoz nigana, nere biotz pecatari onetara: 	au	 da zeure eralle traidore, miñez, dolorez, ta ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##12	... daguidan damuz, ta dolorez neure biotz gogor 	au	. Chitez naico det iltzea, ta nere odol guztia ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##12	... Betoz nigana, nere biotz pecatari onetara: 	au	 da zeure eralle traidore, miñez, dolorez, ta ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##12	... daguidan damuz, ta dolorez neure biotz gogor 	au	. Chitez naico det iltzea, ta nere odol guztia ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##15	... quendu citzacola, dioe, are atseguin chiqui 	au	, argan eguia izan ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##15	... damu, atsecabe, miñ gucien ibayac: oi eta 	au	 miñez betericaco itsaso neurri baguea! eguizu ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##16	... da au, nere Jauna ta J	au	ngoicoa? cer pena dira oec, ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##18	... Escuelarrac, aren batzarre (ballerá) santu au compontzen deueenac. Badacust g	au	rco ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... lurrean christau gucien artean. Eta dalaric 	au	 eguia, eztezue arduraric artzen, ta guezurra ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... beste asco eguiten diarduzute. Eta cer da 	au	, ezpada adierazotzea, atseguiñ dezuela Christo ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... damuz, ta urriquemenduz. Ta possible ote da, 	au	 esan dedilla eguiaz, ta zeuen biotzac icararic ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... eztezaela? nai ote dezue, ots deshonragarri 	au	 zuecgatic banatzea, ta zeuen contura joan ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... lurrean christau gucien artean. Eta dalaric 	au	 eguia, eztezue arduraric artzen, ta guezurra ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... beste asco eguiten diarduzute. Eta cer da 	au	, ezpada adierazotzea, atseguiñ dezuela Christo ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... damuz, ta urriquemenduz. Ta possible ote da, 	au	 esan dedilla eguiaz, ta zeuen biotzac icararic ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... eztezaela? nai ote dezue, ots deshonragarri 	au	 zuecgatic banatzea, ta zeuen contura joan ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... lurrean christau gucien artean. Eta dalaric 	au	 eguia, eztezue arduraric artzen, ta guezurra ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... beste asco eguiten diarduzute. Eta cer da 	au	, ezpada adierazotzea, atseguiñ dezuela Christo ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... damuz, ta urriquemenduz. Ta possible ote da, 	au	 esan dedilla eguiaz, ta zeuen biotzac icararic ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... eztezaela? nai ote dezue, ots deshonragarri 	au	 zuecgatic banatzea, ta zeuen contura joan ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... lurrean christau gucien artean. Eta dalaric 	au	 eguia, eztezue arduraric artzen, ta guezurra ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... beste asco eguiten diarduzute. Eta cer da 	au	, ezpada adierazotzea, atseguiñ dezuela Christo ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... damuz, ta urriquemenduz. Ta possible ote da, 	au	 esan dedilla eguiaz, ta zeuen biotzac icararic ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... eztezaela? nai ote dezue, ots deshonragarri 	au	 zuecgatic banatzea, ta zeuen contura joan ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##22	... guera, pecatuaz damu degu; ta iguzu arren damu 	au	 biciago, ta andiago. Zeugana gatoz gucioc, ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##22	... ta barcaciozca nagotzu: uquitu eguidazu biotz 	au	, beraa dedin, ta samur dedin; bete eguidazu ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##22	... guera, pecatuaz damu degu; ta iguzu arren damu 	au	 biciago, ta andiago. Zeugana gatoz gucioc, ...
au	au	au	https://monumenta.wikibase.cloud/wiki/Lexeme:L7475	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##22	... ta barcaciozca nagotzu: uquitu eguidazu biotz 	au	, beraa dedin, ta samur dedin; bete eguidazu ...
auco	auko	auko	https://monumenta.wikibase.cloud/wiki/Lexeme:L7538	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##17	... ez bada, dio San Bernardoc, bai mindu ceueen bi 	auco	 ezpata batec baño ...
aue	aue	hau	https://monumenta.wikibase.cloud/wiki/Lexeme:L7476	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##6	... esque, Eleizarequin batean esaten digodala, 	Aue	 Maria....
aundi	aundi	aun	https://monumenta.wikibase.cloud/wiki/Lexeme:L7586	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak##5	... dirudién, iñor ere eztaucalá ecertán, naiz dala 	aundi	, naiz chiqui. Euscára da, gaitzic eguin baliò ...
aundi	aundi	aun	https://monumenta.wikibase.cloud/wiki/Lexeme:L7586	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##8	... bacantzen cigola zaldun pilla 	aundi	 batzuetan bezala batallaren bat ematera ...
aundi	aundi	aun	https://monumenta.wikibase.cloud/wiki/Lexeme:L7586	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##20	... cituanean Erreguearen miñ, negar, ta beste damu 	aundi	, ta eguiazco baten señale aec, orduan conturatu ...
aundi	aundi	aun	https://monumenta.wikibase.cloud/wiki/Lexeme:L7586	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##22	... gueren biotzetan betico gorroto, ta etsaigo 	aundi	 bat pecatuari. Orrequin emendic aurrera ezta ...
aundia	aundia	aun	https://monumenta.wikibase.cloud/wiki/Lexeme:L7586	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##5	... araco ceruan beiñ batean aguertu zan señale 	aundia	, izarrez burua, illarguiaz oñac, ta gorputz ...
aundia	aundia	aun	https://monumenta.wikibase.cloud/wiki/Lexeme:L7586	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##10	... dituzu? Cergatic dizute gorrotó, ta etsaigo aiñ 	aundia	? Ô emen ceraten aingueruac, beguira nolacoa ...
aundia	aundia	aun	https://monumenta.wikibase.cloud/wiki/Lexeme:L7586	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##13	... dolorea neurtu, berari cegocala, esan ceuan, 	aundia	 da itsasoa bezala zeure miña ta ...
aundiac	aundiak	aun	https://monumenta.wikibase.cloud/wiki/Lexeme:L7586	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##12	... edo iracurri ditugun Martyreen tormentuac: ceiñ 	aundiac	 aec, ceiñ gogorrac, ceiñ izugarriac! batzuec ...
