testu_hitza	lemma	hitz_egokitua	mlv_lexeme	aingura	testuingurua-ezker	testu-hitza	eskuin-testuingurua
abantailla	abantaila	abantaila	https://monumenta.wikibase.cloud/wiki/Lexeme:L193	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##193	... bertzetarik 	abantailla	 darama: halaber da anderetan ni penatzen ...
abantallan	abantailan	abantaila	https://monumenta.wikibase.cloud/wiki/Lexeme:L193	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##287	... da; izterbegi duien oro nitan bedi gaztiga; 	abantallan	 dabilela ahal bailedi segura; daitza apart ...
abanzatzeko	abantzatzeko	abant	https://monumenta.wikibase.cloud/wiki/Lexeme:L191	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##3	... eta jinen direnek gero duten kausa oboro haren 	abanzatzeko	 eta obligato giren guziak Jeinkoari otoitz ...
abastu	abastu	abastu	https://monumenta.wikibase.cloud/wiki/Lexeme:L252	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##135	... konplitu, ororenzat bera baita, leial dela, 	abastu	. ...
abastu	abastu	abastu	https://monumenta.wikibase.cloud/wiki/Lexeme:L252	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##208	... dizit pintatu; ene buruia ziaidazu harendako 	abastu	. ...
abataturik	abataturik	abatatu	https://monumenta.wikibase.cloud/wiki/Lexeme:L256	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##2	... hon dela. Eta kausa honegatik gelditzen da 	abataturik	, ezein reputazione bage, eta bertze nazione ...
abil	abil	abil	https://monumenta.wikibase.cloud/wiki/Lexeme:L417	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##2	... baskoak baitira 	abil	, animos eta jentil, eta hetan izan baita, eta ...
abisatzen	abisatzen	abisa	https://monumenta.wikibase.cloud/wiki/Lexeme:L435	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##269	... zuri hain segurki; bertzerik nitan ez dukezu 	abisatzen	 zitut nik; hazte zoroa nizan arren, enukezu ...
abokatzen	abokatzen	abo	https://monumenta.wikibase.cloud/wiki/Lexeme:L451	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##48	... Arartekoak faltaturen, kontra juje handia; 	abokatzen	 ez dakike ehork haren gortian, ogen oro ...
absolbatzen	absolbatzen	aba	https://monumenta.wikibase.cloud/wiki/Lexeme:L155	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##64	... ez apezpikuk ez etare aita sainduk 	absolbatzen	 halakoaren ezein botererik ez du; Jangoikoa ...
adarrez	adarrez	adar	https://monumenta.wikibase.cloud/wiki/Lexeme:L571	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##211	... beharrez; gogoan behar handi dizit bete nuien 	adarrez	. ...
adbokata	adbokata			https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##109	...zeru eta lur ororen erregina dignia, bekatoren 	adbokata	 eta konfortaria! ...
adbokatu	adbokatu			https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##86	... eta teologo, poeta eta doktoriak, prokurador, 	adbokatu	, juje eta notariak? Ordu hartan ageriko klarki ...
adi	adi	adi	https://monumenta.wikibase.cloud/wiki/Lexeme:L651	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##11	... etzitian gomend 	adi	 Jeinkoari eta otoi begir ezan peril ...
adi	adi	adi	https://monumenta.wikibase.cloud/wiki/Lexeme:L651	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##11	...gero irazar adinian orit 	adi	 bertarik zenbait ere orazione erraitera debotki....
adi	adi	adi	https://monumenta.wikibase.cloud/wiki/Lexeme:L651	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##11	... etzitian gomend 	adi	 Jeinkoari eta otoi begir ezan peril ...
adi	adi	adi	https://monumenta.wikibase.cloud/wiki/Lexeme:L651	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##11	...gero irazar adinian orit 	adi	 bertarik zenbait ere orazione erraitera debotki....
adi	adi	adi	https://monumenta.wikibase.cloud/wiki/Lexeme:L651	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##13	... joan 	adi	 elizara goizian, Jeinkoari han gomenda bere ...
adi	adi	adi	https://monumenta.wikibase.cloud/wiki/Lexeme:L651	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##15	... untsa orit 	adi	 ilherrian sartzian, hi nolako ziradela bizi ...
adi	adi	adi	https://monumenta.wikibase.cloud/wiki/Lexeme:L651	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##21	... ikus eta orit 	adi	 orduian nola izan redemitu haren odol ...
adi	adi	adi	https://monumenta.wikibase.cloud/wiki/Lexeme:L651	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##43	... 	adi	 nola duian egin anitz bekatu, heien kausaz ...
adi	adi	adi	https://monumenta.wikibase.cloud/wiki/Lexeme:L651	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##44	... 	adi	 Jengoikoaren majestate handiaz zeruia, lurra, ...
adi	adi	adi	https://monumenta.wikibase.cloud/wiki/Lexeme:L651	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##46	... 	adi	 Jeinkoaren justizia handiaz, nola orok behar ...
adi	adi	adi	https://monumenta.wikibase.cloud/wiki/Lexeme:L651	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##141	... nahi baduk onsa jalgi dagia, onsa hari gomend 	adi	, nik diosat egia: finian ere eztik uzten hark ...
adi	adi	adi	https://monumenta.wikibase.cloud/wiki/Lexeme:L651	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##215	... «Eia horrat, apart 	adi	, nor uste duk nizala? Horlako bat ez dut uste ...
adi	adi	adi	https://monumenta.wikibase.cloud/wiki/Lexeme:L651	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##229	... jakintsu; klarki erran ezazu, ehork untsa 	adi	 zitzan nahi balin baduzu.» ...
adi	adi	adi	https://monumenta.wikibase.cloud/wiki/Lexeme:L651	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##277	... endin nahi nikek ala ene fedia! Hitz gutitan 	adi	 ezak, nahi baduk, egia Hiretako ez diadukat ...
adi	adi	adi	https://monumenta.wikibase.cloud/wiki/Lexeme:L651	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##299	... izigarri, ezein pausu gabia; hartzaz orit 	adi	 eta dukek pazientzia. ...
adimendu	adimendu	adimendu	https://monumenta.wikibase.cloud/wiki/Lexeme:L716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##270	... «Zu gaztia bazir ere, 	adimendu	 hon duzu; nik zugatik dudan pena, otoi, sendi ...
adinian	adinian	adina	https://monumenta.wikibase.cloud/wiki/Lexeme:L727	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##11	... otoi begir ezan peril guzietarik; gero irazar 	adinian	 orit adi bertarik zenbait ere orazione ...
adiskide	adiskide	adiskide	https://monumenta.wikibase.cloud/wiki/Lexeme:L756	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##264	... begitartez itzul zakizat; ni baitan dukezu 	adiskide	 bat; balia dikezit senar gaixto bat.» ...
adiskide	adiskide	adiskide	https://monumenta.wikibase.cloud/wiki/Lexeme:L756	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##329	... hura konplitu du Garaziko naturak eta haren 	adiskide	 orai Bordelen denak. Lehen inprimizalia ...
adiskidiak	adiskidiak	adia	https://monumenta.wikibase.cloud/wiki/Lexeme:L652	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##103	... ditu gero begiak: «Goazen oro elgarreki, ene 	adiskidiak	, beti eta sekulakoz gauden ene glorian, desir ...
ador	ador			https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##19	... pensa ezak hura dela hire salbazalia; 	ador	 ezak debozionez eta galde grazia azken finian ...
ador	ador			https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##68	... ezak Jangoiko bat onets oroz gainetik; haren ...
aduokatu	aduokatu	adu	https://monumenta.wikibase.cloud/wiki/Lexeme:L873	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##1	... 	aduokatu	 bidezko eta nobleari birthute eta hon guziez ...
afaria	afaria	afari	https://monumenta.wikibase.cloud/wiki/Lexeme:L913	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##32	... beztitzia. gorputzaren zerbitzutan barazkari 	afaria	; arimaren salbatzeko Jeinkoaren ohorian ...
afer	afer	afera	https://monumenta.wikibase.cloud/wiki/Lexeme:L922	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##47	... hartan 	afer	 date hari apellatzia, hark ehori ez demaio ...
afer	afer	afera	https://monumenta.wikibase.cloud/wiki/Lexeme:L922	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##64	... diakutsu; gogua gabe hura baitan hitzak oro 	afer	 tuzu. ...
afer	afer	afera	https://monumenta.wikibase.cloud/wiki/Lexeme:L922	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##88	... date egun hartan hari apelatzia ehon ere ez ...
ageriko	ajeriko	aje	https://monumenta.wikibase.cloud/wiki/Lexeme:L1693	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##45	... joanen da; nor nolako izan giren orduian ageriko da, egin erran pensatuiak 	ageriko	 guziak. ...
ageriko	ajeriko	aje	https://monumenta.wikibase.cloud/wiki/Lexeme:L1693	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##45	... joanen da; nor nolako izan giren orduian ageriko da, egin erran pensatuiak 	ageriko	 guziak. ...
ageriko	ajeriko	aje	https://monumenta.wikibase.cloud/wiki/Lexeme:L1693	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##81	... bera date eta konzienzia; bekatu oro publikoki 	ageriko	 orduian. ...
ageriko	ajeriko	aje	https://monumenta.wikibase.cloud/wiki/Lexeme:L1693	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##86	... adbokatu, juje eta notariak? Ordu hartan 	ageriko	 klarki haien maliziak eta guti baliako kautela ...
agerritan	ajerritan	aje	https://monumenta.wikibase.cloud/wiki/Lexeme:L1693	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##241	... 	agerritan	, ni zugatik doloretan; hitz bat honik ...
agerturen	ajerturen	aje	https://monumenta.wikibase.cloud/wiki/Lexeme:L1693	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##48	... dakike ehork haren gortian, ogen oro publikoki 	agerturen	 orduian. ...
agertzera	ajertzera	aje	https://monumenta.wikibase.cloud/wiki/Lexeme:L1693	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##84	... ez izanen ehon ere lekurik; 	agertzera	 nork eginen ordu hartan batirik? Mundu oro ...
agian	ajian			https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##43	... eta dolu uken baduk bertan oro barkatu; eta 	agian	 hik eginen bertan berriz bekatu. ...
agian	ajian			https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##49	... orai penitenzia, behar orduian ez dukegu gero 	agian	 aizina; anitz jende enganatu doa luzamenduiaz, ...
agian	ajian			https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##56	... jaugiten da guti uste denian eta 	agian	 ez emanen konfesione epia; hirur gauza ...
agian	ajian			https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##126	... nuke honat beha balite; hon lizaten gaztigurik 	agian	 enzun liroite, Amore bat hautazeko konseilu ...
agian	ajian			https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##144	... den artian, Andre honak har gitzake gomendutan 	agian	; hanbat bada graziosa ama ororen gainian, jin ...
agian	ajian			https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##181	... baiezila ezin noake hargana eta 	agian	, hark orduian ezpaituke aizina; badu ere, ...
agian	ajian			https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##182	... bertzerenzat gelditzen da ene zuzenbidia; 	agian	 gero alabareki ezkonduko semia. ...
agian	ajian			https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##294	... eta berak permititzen oro hobenagatik; 	agian	 hula ez banango, hil nintzanden engoitik. Ene ...
agian	ajian			https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##297	... behar dizi xahutu; Jangoikoak nitzaz ere hala 	agian	 egin du. ...
agoen	agoen	hagoa	https://monumenta.wikibase.cloud/wiki/Lexeme:L1113	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##13	... aizinian nor duian, norekila minzo izan han 	agoen	 artian. ...
ahaidiek	ahaidiek	aha	https://monumenta.wikibase.cloud/wiki/Lexeme:L4	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##35	... usteltzera lur hotzian egoizten, unharzuna 	ahaidiek	 bertan dute partitzen, arima gaixoa dabilela ...
ahal	ahal	ahal	https://monumenta.wikibase.cloud/wiki/Lexeme:L31	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##35	... dute partitzen, arima gaixoa dabilela norat 	ahal	 dagien; hain biaje bortizian konpainia faltatzen....
ahal	ahal	ahal	https://monumenta.wikibase.cloud/wiki/Lexeme:L31	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##63	... hoiek egiazki ehork hala ezpaditu, 	ahal	 bailiaki duda gabe ezin dateiela salbu bere ...
ahal	ahal	ahal	https://monumenta.wikibase.cloud/wiki/Lexeme:L31	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##141	... duian artian egik 	ahal	 hongia; erioa dauginian miraz dukek orduia; ...
ahal	ahal	ahal	https://monumenta.wikibase.cloud/wiki/Lexeme:L31	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##182	... eta ene bada ere lastoa eta bihia, ez batori 	ahal	 duket ezetare berzia; lan eginaz esker gaixto, ...
ahal	ahal	ahal	https://monumenta.wikibase.cloud/wiki/Lexeme:L31	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##189	... bat nik 	ahal	 banu hala luien donoa, neure gogoa nerakutson ...
ahal	ahal	ahal	https://monumenta.wikibase.cloud/wiki/Lexeme:L31	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##215	... gaixtorik niri ez darradala; bertzer erran 	ahal	 baititza; ez nuk uste duiana.» ...
ahal	ahal	ahal	https://monumenta.wikibase.cloud/wiki/Lexeme:L31	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##217	... azti zira nihaurk erran gaberik.» — «Bada utzi 	ahal	 bainentzak ni holakoz ixilik.» — «Horrein ...
ahal	ahal	ahal	https://monumenta.wikibase.cloud/wiki/Lexeme:L31	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##219	... pota franko, bertzea bego. Andrea, mintza 	ahal	 baitzinde bertze aldian emeago.» ...
ahal	ahal	ahal	https://monumenta.wikibase.cloud/wiki/Lexeme:L31	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##276	... ehor ezin lizate, zu eta ni elgarreki untsa 	ahal	 ginate.» ...
ahal	ahal	ahal	https://monumenta.wikibase.cloud/wiki/Lexeme:L31	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##283	... gauza nola jinen zen, Bearnora gabetarik egon 	ahal	 hintzanden. ...
ahal	ahal	ahal	https://monumenta.wikibase.cloud/wiki/Lexeme:L31	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##287	... oro nitan bedi gaztiga; abantallan dabilela 	ahal	 bailedi segura; daitza apart egoiztea beti ere ...
ahal	ahal	ahal	https://monumenta.wikibase.cloud/wiki/Lexeme:L31	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##300	... eta hangoa ezak kojita; hebengoaz bertzekoa 	ahal	 baheza eskusa, untsa enplegatu dukek heben ...
ahalgeizuna	ahaljeizuna	ahal	https://monumenta.wikibase.cloud/wiki/Lexeme:L31	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##263	... «Orai egin duzu nahi duzuna, eman darautazu 	ahalgeizuna	, maradikatzen dut neure fortuna, zeren jin ...
ailxa	ailxa	ai	https://monumenta.wikibase.cloud/wiki/Lexeme:L1195	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##23	... hona den lekura 	ailxa	 izak begiak; Mundu oro ez dakidik hura bezain ...
ainguruiak	ainguruiak	aingura	https://monumenta.wikibase.cloud/wiki/Lexeme:L1311	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##98	... bero, hurak xahu, hats hartzeko airia, 	ainguruiak	 zuien goarda ararteko sainduiak, zuiegatik ...
ainguruiak	ainguruiak	aingura	https://monumenta.wikibase.cloud/wiki/Lexeme:L1311	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##174	... badeza dardoaz ere gorputzaren erditik, 	ainguruiak	 bano hoboro ez larrake gaizkirik, bana dardoa ...
aipatzen	aipatzen	ai	https://monumenta.wikibase.cloud/wiki/Lexeme:L1195	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##160	... erraiten, arizki eta desoneski baitituzte 	aipatzen	, ixilika egoitia ederrago litzate; andrek ...
aipatzera	aipatzera	ai	https://monumenta.wikibase.cloud/wiki/Lexeme:L1195	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##110	... otoitzera zu zakiztan balia, digne ezpaniz 	aipatzera	 zure izen sainduia ez jitera aitzinera, zeren ...
aire	aire	aire	https://monumenta.wikibase.cloud/wiki/Lexeme:L1358	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##90	... odolezko izerdi; tenpestatez igortziriz, 	aire	 oro samurrik; mendi eta harri oro elgar ...
airia	airia	ai	https://monumenta.wikibase.cloud/wiki/Lexeme:L1195	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##98	... bero, hurak xahu, hats hartzeko 	airia	, ainguruiak zuien goarda ararteko sainduiak, ...
airian	airian	ai	https://monumenta.wikibase.cloud/wiki/Lexeme:L1195	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##93	... oro iganen da hertan goiti 	airian	 eta egonen eskoinetik jujearen aldean: ...
airian	airian	ai	https://monumenta.wikibase.cloud/wiki/Lexeme:L1195	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##94	... sainduieki zerutik; Josafaten egonen da 	airian	 gora jarririk, bekatorer eginen du arrangura ...
aisira	aisira	aisia	https://monumenta.wikibase.cloud/wiki/Lexeme:L1385	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##71	... orit ez dira, bekatutan bizi dira beti bere 	aisira	; egun hartan gal ezkiten aitzinetik begira, ...
aita	aita	aita	https://monumenta.wikibase.cloud/wiki/Lexeme:L1395	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##64	... ez apezpikuk ez etare 	aita	 sainduk absolbatzen halakoaren ezein botererik ...
aita	aita	aita	https://monumenta.wikibase.cloud/wiki/Lexeme:L1395	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##68	... igandiak eta bestak sanktifika debotki; 	aita	 eta ama ohora izak bizi, izan luzeki; ehor ero ...
aita	aita	aita	https://monumenta.wikibase.cloud/wiki/Lexeme:L1395	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##87	... saindu, kardenale, apez eta prelatuiak? Berez ...
aitak	aitak	haita	https://monumenta.wikibase.cloud/wiki/Lexeme:L1397	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##297	... nahi ez banindu ez ninduken punitu; 	aitak	 bere haur maitea gaztigatu ohi du; bihi unak ...
aite	aite	haita	https://monumenta.wikibase.cloud/wiki/Lexeme:L1397	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##66	... albaiteza beti ere konbersa gaixtoeki ezin 	aite	 gaizki bezi probexa; bertzer egin ez dazala ...
aitortzen	aitortzen	aitortze	https://monumenta.wikibase.cloud/wiki/Lexeme:L1486	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##58	... jaun hona, 	aitortzen	 dut bekatore nizala eta gaizki egitiaz ogen ...
aitzinera	aitzinera	aitzine	https://monumenta.wikibase.cloud/wiki/Lexeme:L1522	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##74	... du, ezein falta gaberik hilak oro dakatzela 	aitzinera	 bizirik, hantik harat ez dukela bothererik ...
aitzinera	aitzinera	aitzine	https://monumenta.wikibase.cloud/wiki/Lexeme:L1522	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##110	... ezpaniz aipatzera zure izen sainduia ez jitera 	aitzinera	, zeren bainiz satsuia. ...
aitzinerat	aitzinerat	aitzine	https://monumenta.wikibase.cloud/wiki/Lexeme:L1522	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##3	... orano izan eztena eta zure hatse honetik dadin 	aitzinerat	 augmenta, kontinua eta publika mundu guzietara ...
aitzinetik	aitzinetik	aitzine	https://monumenta.wikibase.cloud/wiki/Lexeme:L1522	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##71	... dira beti bere aisira; egun hartan gal ezkiten 	aitzinetik	 begira, han orduian ez dukegu ehork ere ...
aiuta	aiuta	aiuta	https://monumenta.wikibase.cloud/wiki/Lexeme:L1565	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##132	... uste bano lehen gira hiltzen bekatoriak; hark 	aiuta	 ezpagitza nola giren galduiak! ...
aiuta	aiuta	aiuta	https://monumenta.wikibase.cloud/wiki/Lexeme:L1565	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##164	... ez baginitza; haziz gero egun oroz behar haren 	aiuta	. ...
aiuta	aiuta	aiuta	https://monumenta.wikibase.cloud/wiki/Lexeme:L1565	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##289	... bagira; pazientza dugun eta Jeinkoak gizan 	aiuta	; malizian dabilena berak diro mendeka. ...
aiutaria	aiutaria	aiutari	https://monumenta.wikibase.cloud/wiki/Lexeme:L1566	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##121	... otoi, ama eztia, ararteko leial eta neure 	aiutaria	. ...
aizia	aizia	ai	https://monumenta.wikibase.cloud/wiki/Lexeme:L1195	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##180	... han dakusat nekia; beriareki dazanian enetako 	aizia	. ...
aizina	aizina	aizina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1636	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##49	... penitenzia, behar orduian ez dukegu gero agian 	aizina	; anitz jende enganatu doa luzamenduiaz, ...
aizina	aizina	aizina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1636	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##71	... begira, han orduian ez dukegu ehork ere 	aizina	; harzaz untsa orhitzia zuhurzia handi da. ...
aizina	aizina	aizina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1636	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##181	... hargana eta agian, hark orduian ezpaituke 	aizina	; badu ere, beldur date; bertan doha harzara; ...
aizina	aizina	aizina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1636	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##256	... nator zugana, zuhaurk dakikezu noiz den 	aizina	; neke etzaitzula jitia nigana.» ...
aizinetik	aizinetik	aizina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1636	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##89	... jinen dira 	aizinetik	 tristerik; elementak ebiliren oro ...
aizinian	aizinian	aizina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1636	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##13	... bere etxe sainduian; han sartzian pensa ezak 	aizinian	 nor duian, norekila minzo izan han agoen artian....
aizinian	aizinian	aizina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1636	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##94	... jende oro 	aizinian	 bildurik, jauginen da rigoroski sainduieki ...
akusari	akusari	akusari	https://monumenta.wikibase.cloud/wiki/Lexeme:L1815	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##81	... jabia, baitu ororen gainian potestate handia; 	akusari	 bera date eta konzienzia; bekatu oro publikoki ...
akusatu	akusatu	akusatu	https://monumenta.wikibase.cloud/wiki/Lexeme:L1817	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##289	... gira eta mira ez dakigula, balinetan bide gabe 	akusatu	 bagira; pazientza dugun eta Jeinkoak gizan ...
akusatzen	akusatzen	akusatze	https://monumenta.wikibase.cloud/wiki/Lexeme:L1819	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##83	... apaindurik ifernuia azpitik, etsai gaitza 	akusatzen	 ezkerreko aldetik, bekatuiak eskuinetik ...
ala	ala	ala	https://monumenta.wikibase.cloud/wiki/Lexeme:L1824	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##163	... oro nontik ginaden sortu; ama emazte luien 	ala	 ez nahi nuke galdatu; amagatik andre oro behar ...
ala	ala	ala	https://monumenta.wikibase.cloud/wiki/Lexeme:L1824	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##221	... «Benedika fortuna! 	Ala	 enkontru hona! Orai begietan dizit desiratzen ...
ala	ala	ala	https://monumenta.wikibase.cloud/wiki/Lexeme:L1824	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##277	... dadukat porfidia handia; ixil endin nahi nikek 	ala	 ene fedia! Hitz gutitan adi ezak, nahi baduk, ...
alabak	alabak	alaba	https://monumenta.wikibase.cloud/wiki/Lexeme:L1826	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##68	... ez temala lagunari falsuki; bertzen emazte 	alabak	 ez desira gaixtoki ez etare unasuna, lekot ...
alabana	alabana	alaba	https://monumenta.wikibase.cloud/wiki/Lexeme:L1826	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##105	... egun honek iraunen du eben eta iagoitik, 	alabana	 ez izanen heben gauza bizirik. ...
alabana	alabana	alaba	https://monumenta.wikibase.cloud/wiki/Lexeme:L1826	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##196	... albanengidio hark ez luke parerik, 	alabana	 nik ez dizit hain hon derizadanik. ...
alabana	alabana	alaba	https://monumenta.wikibase.cloud/wiki/Lexeme:L1826	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##210	... zuhur baninz baninzande ni ere hura gaberik, 	alabana	 ezin utzi behin ere gogotik. ...
alabareki	alabareki	alaba	https://monumenta.wikibase.cloud/wiki/Lexeme:L1826	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##182	... gelditzen da ene zuzenbidia; agian gero 	alabareki	 ezkonduko semia. ...
albadagik	albadajik	alba	https://monumenta.wikibase.cloud/wiki/Lexeme:L1961	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##13	... joan adi elizara goizian, Jeinkoari han ...
albaditu	albaditu	alba	https://monumenta.wikibase.cloud/wiki/Lexeme:L1961	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##56	... agian ez emanen konfesione epia; hirur gauza 	albaditu	 ehork ere egiaz, nola ere hil baitadi doha ...
albaitegi	albaiteji	alba	https://monumenta.wikibase.cloud/wiki/Lexeme:L1961	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##19	... gero so 	albaitegi	 non den gorputz sainduia; pensa ezak hura dela ...
albaiteza	albaiteza	alba	https://monumenta.wikibase.cloud/wiki/Lexeme:L1961	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##17	... grazia eta salbatzeko bidia; hari egin 	albaiteza	 lehen ezagutzia. ...
albaiteza	albaiteza	alba	https://monumenta.wikibase.cloud/wiki/Lexeme:L1961	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae##66	... 	albaiteza	 beti ere konbersa gaixtoeki ezin aite gaizki ...
