LAR_LEMMA	UNIDECODE	EGOKITUA	SARASOLA	SARASOLA1745	WIKIDATA
sugoaira	sugoaira	sugoaira			
sugoairaquiña	sugoairaquina	sugoairakina			
sugoairatua	sugoairatua	sugoairatua			
sugoairen zorroa	sugoairen zorroa	sugoairen zorroa			
sugora	sugora	sugora			
sugoya	sugoya	sugoia			
sugozoa	sugozoa	sugozoa			
sugue fricaco bat	sugue fricaco bat	suge frikako bat			
sugué gaistomota bat	sugue gaistomota bat	suge gaistomota bat			
sugue mota bat	sugue mota bat	suge mota bat			
suguea	suguea	sugea	suge		suge
suguearen guisa ibilli	suguearen guisa ibilli	sugearen gisa ibili			
sugueria	sugueria	sugeria			
suguetzarra	suguetzarra	sugetzarra			
suguezotza	suguezotza	sugezotza			
suguillea	suguillea	sugilea			
suguizardia	suguizardia	sugizardia			
sugul-belarra	sugul-belarra	sugul-belarra			
sugulna	sugulna	sugulna			
sugulná	sugulna	sugulna			
sugulnatu	sugulnatu	sugulnatu			
suichoa	suichoa	suitxoa			
suiguisá	suiguisa	suigisa			
suiña	suina	suina			
suispichagarria	suispichagarria	suispitxagarria			
suitu	suitu	suitu			
suitzalariac	suitzalariac	suitzalariak			
sujecion	sujecion	sujezion			
sujetatu	sujetatu	sujetatu			
sujeto	sujeto	sujeto			
sulla -catillua	sulla -catillua	suila -katilua			
sullachoa	sullachoa	suilatxoa			
sumanequinza	sumanequinza	sumanekintza			
sumantza	sumantza	sumantza			
sumatu	sumatu	sumatu	sumatu		sumatu
sumbila	sumbila	sunbila			
sumergir	sumergir	sumerjir			
sumina	sumina	sumina	sumin		sumin
sumiña	sumina	sumina	sumin		sumin
sumincorra	sumincorra	suminkorra			
sumindu	sumindu	sumindu	sumindu		sumindu
sumindú	sumindu	sumindu	sumindu		sumindu
sumindua	sumindua	sumindua	sumindu		sumindu
sumindura	sumindura	sumindura	sumindura	sumindura	sumindura
suminduro	suminduro	suminduro			
sumingranaria	sumingranaria	sumingranaria			
suminguetu	suminguetu	sumingetu			
suminquiro	suminquiro	suminkiro			
suminsua	suminsua	sumintsua			
sumintia	sumintia	sumintia			
Sumulac	Sumulac	Sumulak			
Sumulista	Sumulista	Sumulista			
sumulistarra	sumulistarra	sumulistarra			
sunchoa	sunchoa	suntxoa			
suodia	suodia	suodia			
suontzia	suontzia	suontzia			
supala	supala	supala			
supequia	supequia	supekia			
supercharia	supercharia	supertxaria			
superchelaria	superchelaria	supertxelaria			
supercheria	supercheria	supertxeria			
superquirró	superquirro	superkirro			
supertasuna	supertasuna	supertasuna	supertasun	supertasun	
supillaltaria	supillaltaria	supilaltaria			
supillaltunen zorroa	supillaltunen zorroa	supilaltunen zorroa			
supita	supita	supita			
supitá	supita	supita			
supitacorra	supitacorra	supitakorra			
supitatu	supitatu	supitatu			
supitatua	supitatua	supitatua			
supitsua	supitsua	supitsua			
supituan erasoa	supituan erasoa	supituan erasoa			
supituco bat	supituco bat	supituko bat			
supitucoa	supitucoa	supitukoa			
supituna	supituna	supituna			
supituro	supituro	supituro			
supitzaya	supitzaya	supitzaia			
supizaitsua	supizaitsua	supizaitsua			
suplicar	suplicar	suplikar			
supomparia	supomparia	suponparia			
supompatu	supompatu	suponpatu			
supompatzea	supompatzea	suponpatzea			
suqueldoa	suqueldoa	sukeldoa			
suquindero	suquindero	sukindero			
suquindu	suquindu	sukindu			
suquindua	suquindua	sukindua			
suquinduna	suquinduna	sukinduna			
suquinguetu	suquinguetu	sukingetu			
suquintia	suquintia	sukintia			
suquintsua	suquintsua	sukintsua			
suranguilla	suranguilla	surangila	surangila	surangila	
suranguillea	suranguillea	surangilea			
surbagau	surbagau	surbagau			
surco	surco	surko			
surcusatu	surcusatu	surkusatu			
surcusatua	surcusatua	surkusatua			
surcustea	surcustea	surkustea			
surgaitza	surgaitza	surgaitza			
surgoyarea	surgoyarea	surgoiarea			
surmurguillce ciiatzea	surmurguillce ciiatzea	surmurgiltze ziiatzea			
surmurguillea	surmurguillea	surmurgilea			
surmurra	surmurra	surmurra			
surmurrez osatu	surmurrez osatu	surmurrez osatu			
surmurtu	surmurtu	surmurtu			
surra	surra	surra			
surrandia	surrandia	surrandia			
surraustua	surraustua	surraustua			
surrauts colorecoa	surrauts colorecoa	surrauts kolorekoa			
surtapecoa	surtapecoa	surtapekoa			
surtú	surtu	surtu			
surtzarra	surtzarra	surtzarra			
surzuloac	surzuloac	surtzuloak			
susarquiro	susarquiro	susarkiro			
suspardea	suspardea	suspardea			
susparquiro	susparquiro	susparkiro			
susparra	susparra	susparra			
suspichá	suspicha	suspitxa	suspitxa		
suspichacorra	suspichacorra	suspitxakorra			
suspichagarriro	suspichagarriro	suspitxagarriro			
suspichatu	suspichatu	suspitxatu			
sustancia	sustancia	sustantzia	sustantzia		
sustanciaduna	sustanciaduna	sustantziaduna			
sustanciarra	sustanciarra	sustantziarra			
sustanciatsua	sustanciatsua	sustantziatsua			
susterra	susterra	susterra			
sustoa	sustoa	sustoa	susto	susto	
sustondarra	sustondarra	sustondarra			
sustraichoa	sustraichoa	sustraitxoa			
sustraiquiro	sustraiquiro	sustraikiro			
sustraitic	sustraitic	sustraitik			
sustraititu	sustraititu	sustraititu			
sustraititza	sustraititza	sustraititza			
sustraititzea	sustraititzea	sustraititzea			
sustraitu	sustraitu	sustraitu	sustraitu	sustraitu	sustraitu
sustraitú	sustraitu	sustraitu	sustraitu	sustraitu	sustraitu
sustraitua	sustraitua	sustraitua	sustraitu	sustraitu	sustraitu
sustraitzarra	sustraitzarra	sustraitzarra			
sustraitzea	sustraitzea	sustraitzea			
sustrayetic	sustrayetic	sustraietik			
sustrayetic atera	sustrayetic atera	sustraietic atera			
sustrayetic ateratu	sustrayetic ateratu	sustraietic ateratu			
sustryac eguin	sustryac eguin	sustriac egin			
sutampa andiagoa	sutampa andiagoa	sutanpa andiagoa			
sutarra	sutarra	sutarra			
sutarraya	sutarraya	sutarraia			
sutaserrea	sutaserrea	sutaserrea			
sutaserretu	sutaserretu	sutaserretu			
sutasitu	sutasitu	sutasitu			
sutasitua	sutasitua	sutasitua			
sutasmadea	sutasmadea	sutasmadea			
sutasmarra	sutasmarra	sutasmarra			
sutausquiña	sutausquina	sutauskina			
sutautsa	sutautsa	sutautsa	sutauts	sutauts	
suteguia	suteguia	sutegia	sutegi		sutegi
suteguitu	suteguitu	sutegitu			
suteguitua	suteguitua	sutegitua			
sutemallea	sutemallea	sutemailea			
suteoa	suteoa	suteoa	suteo		
suteozcoa	suteozcoa	suteozkoa			
suteoztu	suteoztu	suteoztu			
suteoztua	suteoztua	suteoztua			
sutescá	sutesca	suteska			
suteula	suteula	suteula			
sutez antza artu	sutez antza artu	sutez antza artu			
sutia	sutia	sutia			
suticuzi	suticuzi	sutikuzi			
suticuzteguia	suticuzteguia	sutikuztegia			
sutidea	sutidea	sutidea			
sutilla	sutilla	sutila			
sutocaria	sutocaria	sutokaria	sutokari	sutokari	
sutsua	sutsua	sutsua	sutsu	sutsu	sutsu
suttumpa	suttumpa	suttunpa			
sutu	sutu	sutu	sutu		sutu
sutua	sutua	sutua	sutu		sutu
sutumipa chiqui bat	sutumipa chiqui bat	sutumipa txiki bat			
sutumpa	sutumpa	sutunpa	sutunpa	sutunpa	
sutumpa andiago bat	sutumpa andiago bat	sutunpa andiago bat			
sutumpa chiquia	sutumpa chiquia	sutunpa txikia			
sutumpa chiquiago bat	sutumpa chiquiago bat	sutunpa txikiago bat			
sutumpa ez andia	sutumpa ez andia	sutunpa ez andia			
sutumpa ez aundia	sutumpa ez aundia	sutunpa ez aundia			
sutumpa leyoa	sutumpa leyoa	sutunpa leioa			
sutumpac	sutumpac	sutunpak			
sutumpac irauci	sutumpac irauci	sutunpac irauzi			
sutumpac irozgaMontado	sutumpac irozgaMontado	sutunpac irozgaMontado			
sutumpada	sutumpada	sutunpada			
sutumpagurra	sutumpagurra	sutunpagurra			
sutumparen ondoa	sutumparen ondoa	sutunparen ondoa			
sutumparia	sutumparia	sutunparia			
sutumpateac	sutumpateac	sutunpateak			
sutumpatu	sutumpatu	sutunpatu			
sutumpatua	sutumpatua	sutunpatua			
sutumpatzallea	sutumpatzallea	sutunpatzailea			
sutumpatzea	sutumpatzea	sutunpatzea			
sutumpaz oncia ornitu	sutumpaz oncia ornitu	sutunpaz ontzia ornitu			
sutumpaz ornitua	sutumpaz ornitua	sutunpaz ornitua			
sutumpazucendu	sutumpazucendu	sutunpazuzendu			
sutzearrac	sutzearrac	sutzearrak			
suzgarbitu	suzgarbitu	suzgarbitu			
suztatu	suztatu	suztatu			
suztatua	suztatua	suztatua			
syetzen da	syetzen da	xetzen da			
ta	ta	ta			
ta aguertzea	ta aguertzea	ta agertzea			
ta ametsetan	ta ametsetan	ta ametsetan			
ta andic eguiten	ta andic eguiten	ta andic egiten			
ta arraundariz ornitu	ta arraundariz ornitu	ta arraundariz ornitu			
ta barrutia	ta barrutia	ta barrutia			
ta barrutiya	ta barrutiya	ta barrutiia			
ta bota diauzcat	ta bota diauzcat	ta bota diauzkat			
ta chiquia	ta chiquia	ta txikia			
ta eraman	ta eraman	ta eraman			
ta escualdetic lotu	ta escualdetic lotu	ta eskualdetic lotu			
ta estali	ta estali	ta estali			
ta estalia	ta estalia	ta estalia			
ta etsairó ballerátzea	ta etsairo balleratzea	ta etsairo baileratzea			
ta ez bestea	ta ez bestea	ta ez bestea			
ta gorra	ta gorra	ta gorra			
ta gortua	ta gortua	ta gortua			
ta goyendea	ta goyendea	ta goiendea			
ta molsoca	ta molsoca	ta moltsoka			
ta queñuca egon	ta quenuca egon	ta kenuka egon			
ta trincatu	ta trincatu	ta trinkatu			
ta uanditua daucana	ta uanditua daucana	ta uanditua daukana			
ta uanditzea	ta uanditzea	ta uanditzea			
ta valiosaz apaindui	ta valiosaz apaindui	ta baliosaz apaindui			
ta zauar jarri	ta zauar jarri	ta zauar jarri			
tabacaria	tabacaria	tabakaria			
tabaco	tabaco	tabako	tabako		tabako
tabaco belarra	tabaco belarra	tabako belarra			
tabaco quea	tabaco quea	tabako kea			
tabaco saltzallea	tabaco saltzallea	tabako saltzailea			
tabacoa	tabacoa	tabakoa	tabako		tabako
tabaconcia	tabaconcia	tabakontzia			
tabalaria	tabalaria	tabalaria			
tabaquera	tabaquera	tabakera			
tabaquista	tabaquista	tabakista			
tabardilloa	tabardilloa	tabardiloa			
tabernaclea	tabernaclea	tabernaclea			
tabernaria	tabernaria	tabernaria	tabernari		tabernari
tabiquea	tabiquea	tabikea			
tablado	tablado	tablado			
tacamaca	tacamaca	takamaka			
tacaneria	tacaneria	takaneria			
tacaya	tacaya	takaia			
tacbatu	tacbatu	tacbatu			
tacea	tacea	tazea			
tachaduna	tachaduna	tatxaduna			
tachar	tachar	tatxar			
tachatia	tachatia	tatxatia			
tachatsua	tachatsua	tatxatsua			
tachatua	tachatua	tatxatua			
tacoa	tacoa	takoa			tako
tacoa sartu	tacoa sartu	takoa sartu			
tado	tado	tado			
taeguiten diranac	taeguiten diranac	taegiten diranak			
tafetan motabat	tafetan motabat	tafetan motabat			
tafetana	tafetana	tafetana			
tafiletea	tafiletea	tafiletea			
tafiletez apaindua	tafiletez apaindua	tafiletez apaindua			
tagarotea	tagarotea	tagarotea			
taillua	taillua	tailua	tailu	tailu	tailu
tajalaria	tajalaria	tajalaria			
tajatzallea	tajatzallea	tajatzailea			
tajo	tajo	tajo			
tajubaguea	tajubaguea	tajubagea			
tala	tala	tala	tala		
taláea	talaea	talaea			
talanquera	talanquera	talankera			
talasdetzallea	talasdetzallea	talasdetzailea			
talasquidá	talasquida	talaskida			
talavera	talavera	talabera			
talaz-	talaz-	talaz-			
talazdea	talazdea	talazdea			
talazgarria	talazgarria	talazgarria			
talazquidatua	talazquidatua	talazkidatua			
talazquidea	talazquidea	talazkidea			
talazta	talazta	talazta			
talaztá	talazta	talazta			
talcada	talcada	talkada			
talcaria	talcaria	talkaria	talkari	talkari	
talde baten	talde baten	talde baten			
talde jabea	talde jabea	talde jabea			
taldea	taldea	taldea	talde	talde	talde
taldeá	taldea	taldea	talde	talde	talde
taldia	taldia	taldia			
taldiatu	taldiatu	taldiatu			
taldiatua	taldiatua	taldiatua			
taldiazea	taldiazea	taldiazea			
taldiquida	taldiquida	taldikida			
taldiquidatu	taldiquidatu	taldikidatu			
taldiquidea	taldiquidea	taldikidea			
talega	talega	talega			
talegada	talegada	talegada			
talentoa	talentoa	talentoa			
talietroa	talietroa	talietroa			
talle	talle	taile			
talletzarra	talletzarra	tailetzarra			
tallista	tallista	tailista			
tallua	tallua	tailua	tailu	tailu	tailu
talluguillea	talluguillea	tailugilea	tailugile	tailugile	
talluntza	talluntza	tailuntza	tailuntza	tailuntza	
tallunza	tallunza	tailuntza	tailuntza	tailuntza	
talluquiña	talluquina	tailukina			
talluquintza	talluquintza	tailukintza			
Talmuda	Talmuda	Talmuda			
talo motabat	talo motabat	talo motabat			
taloa	taloa	taloa	talo		talo
talparia	talparia	talparia			
talque	talque	talke			
tamaña	tamana	tamana			
tamandoa	tamandoa	tamandoa			
tamarindoa	tamarindoa	tamarindoa	tamarindo	tamarindo	tamarindo
tamboretea	tamboretea	tanboretea			
tamboril	tamboril	tanboril			
tanaztu	tanaztu	tanaztu			
tano teguia	tano teguia	tano tegia			
tanoa	tanoa	tanoa			
tanoaga	tanoaga	tanoaga			
tanodia	tanodia	tanodia			
tanoztatu	tanoztatu	tanoztatu			
tantaca jario	tantaca jario	tantaka jario			
tantaitu	tantaitu	tantaitu			
tantaya	tantaya	tantaia	tantai	tantai	tantai
tantayez janci	tantayez janci	tantaiez jantzi			
tanteznequia	tanteznequia	tanteznekia			
tapador	tapador	tapador			
tapafunda	tapafunda	tapafunda			
tapalaria	tapalaria	tapalaria			
tapatua &c	tapatua &c	tapatua &k			
tapiceria	tapiceria	tapizeria	tapizeria		tapizeria
tapiceroa	tapiceroa	tapizeroa			
tapitu	tapitu	tapitu	tapitu	tapitu	tapitu
tapitua	tapitua	tapitua	tapitu	tapitu	tapitu
tapiza	tapiza	tapiza	tapiz		tapiz
taracea	taracea	tarazea			
tarandoa	tarandoa	tarandoa			
tarantela-	tarantela-	tarantela-			
tarantula	tarantula	tarantula	tarantula	tarantula	tarantula
tarantulac autsiquia	tarantulac autsiquia	tarantulac autsikia			
tararira	tararira	tararira			
tarasca	tarasca	taraska			
tarbaquidaria	tarbaquidaria	tarbakidaria			
tarbea	tarbea	tarbea			
tardanza	tardanza	tardantza			
targeta	targeta	tarjeta			
targoá	targoa	targoa			
targortia	targortia	targortia			
tarqueria	tarqueria	tarkeria			
tarritagoa	tarritagoa	tarritagoa			
tarritatu	tarritatu	tarritatu	tarritatu		
tarritatu lasterquidatu	tarritatu lasterquidatu	tarritatu lasterkidatu			
tarritatua	tarritatua	tarritatua	tarritatu		
tarritatzallea	tarritatzallea	tarritatzailea			
tartacadia	tartacadia	tartakadia			
tartagotaria	tartagotaria	tartagotaria			
tartamudear	tartamudear	tartamudear			
tartamudo	tartamudo	tartamudo			
tasagarria	tasagarria	tasagarria			
tasalaria	tasalaria	tasalaria			
tasatua	tasatua	tasatua			tasatu
tasatuquiro	tasatuquiro	tasatukiro			
tasatzallea	tasatzallea	tasatzailea			
tassa	tassa	tasa			tasa
tatu	tatu	tatu			
taza	taza	taza	taza		
té	te	te	te	te	te
tea	tea	tea	te	te	te
Teatiñoac	Teatinoac	Teatinoak			
techo	techo	tetxo			
teclabilla	teclabilla	teclabila			
tecleatu	tecleatu	tecleatu			
teguizaya	teguizaya	tegizaia			
telachoa	telachoa	telatxoa			
telefatua	telefatua	telefatua			
teletoya	teletoya	teletoia			
tellá	tella	teila	teila		teila
tella guisara ifiñia	tella guisara ifinia	teila gisara ifinia			
tellac quendu	tellac quendu	teilac kendu			
tellacada	tellacada	teilakada			
tellachoa	tellachoa	teilatxoa			
tellada	tellada	teilada			
tellaguetu	tellaguetu	teilagetu			
tellaguiña	tellaguina	teilagina	teilagin		
tellapusca	tellapusca	teilapuska			
tellarra	tellarra	teilarra			
tellatondoa	tellatondoa	teilatondoa			
tellatu ondoco sollerua	tellatu ondoco sollerua	teilatu ondoko soilerua			
tellatu onguitua	tellatu onguitua	teilatu ongitua			
tellatua	tellatua	teilatua	teilatu		teilatu
tellatuac onguitu	tellatuac onguitu	teilatuac ongitu			
tellatuen onguitzea	tellatuen onguitzea	teilatuen ongitzea			
tellatuen-onguitzallea	tellatuen-onguitzallea	teilatuen-ongitzailea			
tellatupea	tellatupea	teilatupea	teilatupe		teilatupe
tellaz onguitua	tellaz onguitua	teilaz ongitua			
telleria tellaguindeguia	telleria tellaguindeguia	teileria teilagindegia			
tema	tema	tema	tema		tema
temá	tema	tema	tema		tema
temeroso	temeroso	temeroso			
templanzá	templanza	tenplantza	tenplantza		
Templarioac	Templarioac	Tenplarioak			
templatu	templatu	tenplatu			
Temploa	Temploa	Tenploa			
tenaza	tenaza	tenaza			
tenderetea	tenderetea	tenderetea			
Tenencia	Tenencia	Tenentzia			
tentacioa	tentacioa	tentazioa	tentazio		tentazio
tentagarria	tentagarria	tentagarria	tentagarri		tentagarri
tentaldia	tentaldia	tentaldia			tentaldi
tentatua	tentatua	tentatua	tentatu		tentatu
tentatzallea	tentatzallea	tentatzailea	tentatzaile		tentatzaile
tentucionea	tentucionea	tentuzionea			
Teologia	Teologia	Teolojia			
teologia	teologia	teolojia			
Teologoa	Teologoa	Teologoa			
teqersia	teqersia	teqertsia			
Terceroa	Terceroa	Tertzeroa			
terciana	terciana	tertziana			
tercianatia	tercianatia	tertzianatia			
tercianela	tercianela	tertzianela			
terciopelo	terciopelo	tertziopelo			
terciopeloa	terciopeloa	tertziopeloa			
tericia	tericia	terizia			
terliza	terliza	terliza			
ternecico	ternecico	terneziko			
terrazgo	terrazgo	terrazgo			
terremoto	terremoto	terremoto			
tescá	tesca	teska			
tescachoa	tescachoa	teskatxoa			
tesoreroa	tesoreroa	tesoreroa			
tesoroa	tesoroa	tesoroa	tesoro		
testamenta	testamenta	testamenta	testament		
testamentaria	testamentaria	testamentaria			
testamentarioa	testamentarioa	testamentarioa			
testamentu bague	testamentu bague	testamentu bage			
testamentua	testamentua	testamentua	testamentu		testamentu
testamenturic eguingabe	testamenturic eguingabe	testamenturic egingabe			
testiculo	testiculo	testikulo			
testificar	testificar	testifikar			
testigua	testigua	testigua	testigu		testigu
testimonioa	testimonioa	testimonioa	testimonio		
tetmá	tetma	tetma			
tezgarria	tezgarria	tezgarria			
thorroistu	thorroistu	thorroistu			
tia	tia	tia			
tic ateratu	tic ateratu	tic ateratu			
ticatu	ticatu	tikatu			
tierra	tierra	tierra			
tiesoro	tiesoro	tiesoro			
tiesotu	tiesotu	tiesotu			
tiesotua	tiesotua	tiesotua			
tildatu	tildatu	tildatu			
tildatua	tildatua	tildatua			
tildea	tildea	tildea			
tildetu	tildetu	tildetu			
tildetua	tildetua	tildetua			
tildetzarra	tildetzarra	tildetzarra			
timbalaria	timbalaria	tinbalaria			tinbalari
tincá	tinca	tinka	tink		
tincatu	tincatu	tinkatu	tinkatu		tinkatu
tincatua	tincatua	tinkatua	tinkatu		tinkatu
tincaturo	tincaturo	tinkaturo			
tincatzea	tincatzea	tinkatzea			
tincondoa	tincondoa	tinkondoa			
tinquea	tinquea	tinkea			
tinquiró	tinquiro	tinkiro			
tintatu	tintatu	tintatu	tintatu		tintatu
tintaz beztu	tintaz beztu	tintaz beztu			
tintaz beztua	tintaz beztua	tintaz beztua			
tintelaria	tintelaria	tintelaria			
tinteroa	tinteroa	tinteroa			
tintoncia	tintoncia	tintontzia	tintontzi	tintontzi	tintontzi
tintura	tintura	tintura			
tipia	tipia	tipia			tipi
tipiena	tipiena	tipiena			
tipigarria	tipigarria	tipigarria			
tipitasuna	tipitasuna	tipitasuna			
tipitu	tipitu	tipitu			
tipitua	tipitua	tipitua			
tiple	tiple	tiple	tiple		
tipletú	tipletu	tipletu			
tipletua	tipletua	tipletua			
tipula	tipula	tipula	tipula		tipula
tipula berria	tipula berria	tipula berria			
tipula landarea	tipula landarea	tipula landarea			
tipuladia	tipuladia	tipuladia			
tipulajalea	tipulajalea	tipulajalea			
tipulaquia	tipulaquia	tipulakia			
tipulazcoa	tipulazcoa	tipulazkoa			
tiquiatu	tiquiatu	tikiatu			
tiquiatzea	tiquiatzea	tikiatzea			
tirá	tira	tira	tira		tira
tiraca7a	tiraca7a	tiraka7a			
tiracaya	tiracaya	tirakaia	tirakai	tirakai	
tiracayac	tiracayac	tirakaiak	tirakai	tirakai	
tirachipocha	tirachipocha	tiratxipotxa			
tirad	tirad	tirad			
tirador	tirador	tirador			
tiragaleac	tiragaleac	tiragaleak	tiragale	tiragale	tiragale
tiragaletu	tiragaletu	tiragaletu			
tiragarria	tiragarria	tiragarria			
tiraltsia	tiraltsia	tiraltsia			
tiraltsichoa	tiraltsichoa	tiraltsitxoa			
tiraltsidura	tiraltsidura	tiraltsidura			
tiraltsitu	tiraltsitu	tiraltsitu			
tiraltsitua	tiraltsitua	tiraltsitua			
tirander	tirander	tirander			
tiraquina	tiraquina	tirakina			
tiratua	tiratua	tiratua			tiratu
tiratzea	tiratzea	tiratzea			
tiratzeco prestatú	tiratzeco prestatu	tiratzeko prestatu			
tiratzeco prestatuá	tiratzeco prestatua	tiratzeko prestatua			
tirersia	tirersia	tirertsia			
tirilla	tirilla	tirila			
tiritaina	tiritaina	tiritaina			
tiroquertua	tiroquertua	tirokertua			
tirriñaldia	tirrinaldia	tirrinaldia			
tistadura	tistadura	tistadura			
tistiatu	tistiatu	tistiatu			
tistiatzallea	tistiatzallea	tistiatzailea			
tistierazo	tistierazo	tistierazo			
titia	titia	titia	titi	titi	titi
titia artua	titia artua	titia artua			
titia eman	titia eman	titia eman			
titia quendu	titia quendu	titia kendu			titia kendu
titia quentzea	titia quentzea	titia kentzea			
titiarra	titiarra	titiarra			
titichoa	titichoa	tititxoa			
titiguea	titiguea	titigea			
titiguetu	titiguetu	titigetu			
titiguetzea	titiguetzea	titigetzea			
tititsua	tititsua	tititsua			
titulachoa	titulachoa	titulatxoa			
